PointCloud,H1_Birth,H1_Death
C3_Col1_C3_Col2,10.01621151,10.35676479
C3_Col1_C3_Col2,10.01574707,10.29533577
C3_Col1_C3_Col2,9.965753555,13.90946293
C3_Col1_C3_Col2,9.953938484,10.23262501
C3_Col1_C3_Col2,9.926046371,10.23698997
C3_Col1_C3_Col2,9.922702789,10.86402321
C3_Col1_C3_Col2,9.907727242,14.57290649
C3_Col1_C3_Col2,9.901078224,14.86781979
C3_Col1_C3_Col2,9.87830925,12.97369003
C3_Col1_C3_Col2,9.855477333,12.87080765
C3_Col1_C3_Col2,9.831566811,10.90616322
C3_Col1_C3_Col2,9.816348076,13.19434357
C3_Col1_C3_Col2,9.804372787,10.48733902
C3_Col1_C3_Col2,9.803152084,10.996068
C3_Col1_C3_Col2,9.79808712,17.81853676
C3_Col1_C3_Col2,9.772299767,9.789776802
C3_Col1_C3_Col2,9.771366119,9.847234726
C3_Col1_C3_Col2,9.752004623,11.89816284
C3_Col1_C3_Col2,9.729076385,15.09037209
C3_Col1_C3_Col2,9.7253685,11.27647495
C3_Col1_C3_Col2,9.684587479,10.05587673
C3_Col1_C3_Col2,9.672327995,16.61769676
C3_Col1_C3_Col2,9.650446892,10.68201733
C3_Col1_C3_Col2,9.64262104,9.842803001
C3_Col1_C3_Col2,9.627215385,17.15753365
C3_Col1_C3_Col2,9.623243332,10.48199081
C3_Col1_C3_Col2,9.614127159,21.63715363
C3_Col1_C3_Col2,9.608337402,10.96079636
C3_Col1_C3_Col2,9.594949722,11.20954323
C3_Col1_C3_Col2,9.588805199,13.99671745
C3_Col1_C3_Col2,9.577946663,10.66632366
C3_Col1_C3_Col2,9.570630074,11.7945509
C3_Col1_C3_Col2,9.56903553,9.974473953
C3_Col1_C3_Col2,9.547233582,13.65366554
C3_Col1_C3_Col2,9.532915115,11.7638216
C3_Col1_C3_Col2,9.527546883,11.63311672
C3_Col1_C3_Col2,9.499954224,12.48371506
C3_Col1_C3_Col2,9.496168137,11.45403385
C3_Col1_C3_Col2,9.478557587,11.03584003
C3_Col1_C3_Col2,9.478129387,13.6557045
C3_Col1_C3_Col2,9.468224525,16.57042122
C3_Col1_C3_Col2,9.445019722,10.39851093
C3_Col1_C3_Col2,9.40216732,9.92124176
C3_Col1_C3_Col2,9.398921967,9.4773283
C3_Col1_C3_Col2,9.369462967,10.41552353
C3_Col1_C3_Col2,9.3213377,10.31326866
C3_Col1_C3_Col2,9.308481216,9.872438431
C3_Col1_C3_Col2,9.30499649,10.80519867
C3_Col1_C3_Col2,9.303484917,11.74337292
C3_Col1_C3_Col2,9.299765587,15.87819958
C3_Col1_C3_Col2,9.294876099,11.61588192
C3_Col1_C3_Col2,9.288976669,12.04431915
C3_Col1_C3_Col2,9.272459984,11.79259014
C3_Col1_C3_Col2,9.263650894,11.38309669
C3_Col1_C3_Col2,9.255661011,9.975837708
C3_Col1_C3_Col2,9.252567291,15.02191544
C3_Col1_C3_Col2,9.250544548,12.34628391
C3_Col1_C3_Col2,9.239034653,17.35116768
C3_Col1_C3_Col2,9.232667923,10.97330379
C3_Col1_C3_Col2,9.231339455,17.85918236
C3_Col1_C3_Col2,9.205080032,10.45725536
C3_Col1_C3_Col2,9.204047203,9.564409256
C3_Col1_C3_Col2,9.19144249,10.80973911
C3_Col1_C3_Col2,9.182748795,11.23462677
C3_Col1_C3_Col2,9.17781353,16.35628319
C3_Col1_C3_Col2,9.17756176,17.81287766
C3_Col1_C3_Col2,9.164527893,12.66377449
C3_Col1_C3_Col2,9.12864399,15.56322193
C3_Col1_C3_Col2,9.123760223,10.84700584
C3_Col1_C3_Col2,9.118872643,10.78407192
C3_Col1_C3_Col2,9.113019943,12.09568405
C3_Col1_C3_Col2,9.090716362,12.01323605
C3_Col1_C3_Col2,9.090497971,11.29406929
C3_Col1_C3_Col2,9.081709862,10.26068115
C3_Col1_C3_Col2,9.079118729,13.97942924
C3_Col1_C3_Col2,9.070986748,10.24894714
C3_Col1_C3_Col2,9.047875404,15.24862194
C3_Col1_C3_Col2,9.019348145,12.81860924
C3_Col1_C3_Col2,9.015166283,9.280173302
C3_Col1_C3_Col2,8.995098114,9.520116806
C3_Col1_C3_Col2,8.984482765,12.14199066
C3_Col1_C3_Col2,8.958625793,10.86059856
C3_Col1_C3_Col2,8.958045006,12.05129528
C3_Col1_C3_Col2,8.94849205,15.39861488
C3_Col1_C3_Col2,8.937740326,10.015378
C3_Col1_C3_Col2,8.908166885,14.15745258
C3_Col1_C3_Col2,8.907176018,16.99599266
C3_Col1_C3_Col2,8.8972435,10.1992197
C3_Col1_C3_Col2,8.893223763,11.74404716
C3_Col1_C3_Col2,8.870163918,12.84534264
C3_Col1_C3_Col2,8.862464905,10.50138092
C3_Col1_C3_Col2,8.857762337,12.5341177
C3_Col1_C3_Col2,8.85122776,9.562129974
C3_Col1_C3_Col2,8.847114563,9.299402237
C3_Col1_C3_Col2,8.820464134,10.13759041
C3_Col1_C3_Col2,8.803070068,10.82891178
C3_Col1_C3_Col2,8.786456108,9.432444572
C3_Col1_C3_Col2,8.780524254,9.985742569
C3_Col1_C3_Col2,8.774119377,15.21547127
C3_Col1_C3_Col2,8.767374039,15.1170311
C3_Col1_C3_Col2,8.7520504,9.339913368
C3_Col1_C3_Col2,8.740627289,15.37644863
C3_Col1_C3_Col2,8.696706772,8.784790039
C3_Col1_C3_Col2,8.694633484,12.57758522
C3_Col1_C3_Col2,8.692865372,12.33318996
C3_Col1_C3_Col2,8.68447113,16.81556892
C3_Col1_C3_Col2,8.66659832,9.444616318
C3_Col1_C3_Col2,8.665615082,8.66903019
C3_Col1_C3_Col2,8.664698601,9.549207687
C3_Col1_C3_Col2,8.663346291,13.74001217
C3_Col1_C3_Col2,8.628407478,10.22585011
C3_Col1_C3_Col2,8.616333961,14.07908916
C3_Col1_C3_Col2,8.596477509,9.905212402
C3_Col1_C3_Col2,8.576864243,12.78277206
C3_Col1_C3_Col2,8.568531036,9.619310379
C3_Col1_C3_Col2,8.559438705,9.190253258
C3_Col1_C3_Col2,8.542695045,15.39808559
C3_Col1_C3_Col2,8.533680916,10.44617748
C3_Col1_C3_Col2,8.517620087,14.58766174
C3_Col1_C3_Col2,8.513853073,10.01931
C3_Col1_C3_Col2,8.512068748,12.32425022
C3_Col1_C3_Col2,8.508173943,8.765464783
C3_Col1_C3_Col2,8.495203972,9.778104782
C3_Col1_C3_Col2,8.452877045,15.1336832
C3_Col1_C3_Col2,8.437905312,8.674526215
C3_Col1_C3_Col2,8.4221735,11.28307629
C3_Col1_C3_Col2,8.421221733,13.0217123
C3_Col1_C3_Col2,8.379267693,10.25678635
C3_Col1_C3_Col2,8.371847153,9.362344742
C3_Col1_C3_Col2,8.367815018,9.691857338
C3_Col1_C3_Col2,8.342490196,9.2815485
C3_Col1_C3_Col2,8.330530167,8.53943634
C3_Col1_C3_Col2,8.299337387,10.84976864
C3_Col1_C3_Col2,8.29211235,9.492076874
C3_Col1_C3_Col2,8.288443565,8.529767036
C3_Col1_C3_Col2,8.281276703,8.803426743
C3_Col1_C3_Col2,8.257445335,9.633822441
C3_Col1_C3_Col2,8.255501747,8.727138519
C3_Col1_C3_Col2,8.253595352,8.642388344
C3_Col1_C3_Col2,8.241433144,11.05099392
C3_Col1_C3_Col2,8.234108925,11.70482826
C3_Col1_C3_Col2,8.221206665,8.619312286
C3_Col1_C3_Col2,8.212553978,10.23700905
C3_Col1_C3_Col2,8.191102982,10.62330151
C3_Col1_C3_Col2,8.184824944,8.63074398
C3_Col1_C3_Col2,8.152015686,10.36709118
C3_Col1_C3_Col2,8.143078804,8.65763855
C3_Col1_C3_Col2,8.136631012,10.2756691
C3_Col1_C3_Col2,8.132909775,13.76371574
C3_Col1_C3_Col2,8.117455482,9.880179405
C3_Col1_C3_Col2,8.112932205,8.123436928
C3_Col1_C3_Col2,8.106128693,9.206492424
C3_Col1_C3_Col2,8.087629318,8.882034302
C3_Col1_C3_Col2,8.085828781,8.634387016
C3_Col1_C3_Col2,8.05434227,13.59551334
C3_Col1_C3_Col2,8.053866386,9.201732635
C3_Col1_C3_Col2,8.039487839,11.78246212
C3_Col1_C3_Col2,7.983418941,8.038878441
C3_Col1_C3_Col2,7.970135212,16.29699516
C3_Col1_C3_Col2,7.960141659,12.00892448
C3_Col1_C3_Col2,7.948867798,21.50952911
C3_Col1_C3_Col2,7.94726944,9.809763908
C3_Col1_C3_Col2,7.94078064,8.421161652
C3_Col1_C3_Col2,7.935770035,8.391485214
C3_Col1_C3_Col2,7.932711124,13.75372124
C3_Col1_C3_Col2,7.923984051,9.125164986
C3_Col1_C3_Col2,7.914903641,8.844008446
C3_Col1_C3_Col2,7.899563313,20.77913284
C3_Col1_C3_Col2,7.885221004,11.84826756
C3_Col1_C3_Col2,7.875146389,9.353019714
C3_Col1_C3_Col2,7.872652054,8.49628067
C3_Col1_C3_Col2,7.872643948,7.94544363
C3_Col1_C3_Col2,7.846527576,8.721910477
C3_Col1_C3_Col2,7.828522205,9.286108971
C3_Col1_C3_Col2,7.81508255,11.25085545
C3_Col1_C3_Col2,7.774834156,11.35087109
C3_Col1_C3_Col2,7.767978191,8.228954315
C3_Col1_C3_Col2,7.729529858,9.292731285
C3_Col1_C3_Col2,7.706276417,8.140372276
C3_Col1_C3_Col2,7.69643116,10.86292076
C3_Col1_C3_Col2,7.691976547,8.112784386
C3_Col1_C3_Col2,7.688857555,9.307104111
C3_Col1_C3_Col2,7.649152756,7.781558037
C3_Col1_C3_Col2,7.635137558,14.35400772
C3_Col1_C3_Col2,7.626093864,19.1620636
C3_Col1_C3_Col2,7.617591858,16.95062256
C3_Col1_C3_Col2,7.612323284,8.529719353
C3_Col1_C3_Col2,7.606678486,14.56295109
C3_Col1_C3_Col2,7.592199802,8.937122345
C3_Col1_C3_Col2,7.591183662,8.723154068
C3_Col1_C3_Col2,7.585454464,9.193146706
C3_Col1_C3_Col2,7.561090946,9.670320511
C3_Col1_C3_Col2,7.558934689,8.311814308
C3_Col1_C3_Col2,7.547299385,9.985681534
C3_Col1_C3_Col2,7.54587698,12.70822906
C3_Col1_C3_Col2,7.545866489,8.378278732
C3_Col1_C3_Col2,7.543915749,8.586368561
C3_Col1_C3_Col2,7.536707401,7.595239162
C3_Col1_C3_Col2,7.535854816,10.41132832
C3_Col1_C3_Col2,7.507861137,7.667019367
C3_Col1_C3_Col2,7.479290485,11.458951
C3_Col1_C3_Col2,7.465654373,11.67266178
C3_Col1_C3_Col2,7.448101521,15.51857376
C3_Col1_C3_Col2,7.441730499,9.404920578
C3_Col1_C3_Col2,7.440834045,7.649487019
C3_Col1_C3_Col2,7.435156822,8.245336533
C3_Col1_C3_Col2,7.423565388,13.11689186
C3_Col1_C3_Col2,7.416742802,8.620797157
C3_Col1_C3_Col2,7.408293724,8.433119774
C3_Col1_C3_Col2,7.407743931,8.319576263
C3_Col1_C3_Col2,7.404399872,7.543636322
C3_Col1_C3_Col2,7.402132988,7.449420929
C3_Col1_C3_Col2,7.399218559,7.428691864
C3_Col1_C3_Col2,7.368141651,7.536520958
C3_Col1_C3_Col2,7.334577084,17.10424614
C3_Col1_C3_Col2,7.304011345,8.738437653
C3_Col1_C3_Col2,7.295618534,7.757644176
C3_Col1_C3_Col2,7.274794102,7.599313259
C3_Col1_C3_Col2,7.263565063,7.876913548
C3_Col1_C3_Col2,7.228061199,7.511143208
C3_Col1_C3_Col2,7.113800049,17.16886902
C3_Col1_C3_Col2,7.109978199,7.876714706
C3_Col1_C3_Col2,7.100481033,7.240698814
C3_Col1_C3_Col2,7.085967064,7.452981949
C3_Col1_C3_Col2,7.066437244,8.076735497
C3_Col1_C3_Col2,7.05098629,9.343399048
C3_Col1_C3_Col2,7.008483887,7.088149548
C3_Col1_C3_Col2,6.992526054,8.871143341
C3_Col1_C3_Col2,6.967216492,7.947435379
C3_Col1_C3_Col2,6.956524372,8.60054493
C3_Col1_C3_Col2,6.939464569,7.472636223
C3_Col1_C3_Col2,6.936830997,9.100193977
C3_Col1_C3_Col2,6.92271328,7.046462536
C3_Col1_C3_Col2,6.918247223,9.520835876
C3_Col1_C3_Col2,6.904455185,9.216805458
C3_Col1_C3_Col2,6.751624107,6.936306477
C3_Col1_C3_Col2,6.633363724,6.644039631
C3_Col1_C3_Col2,6.625349998,8.229916573
C3_Col1_C3_Col2,6.625345707,10.2271986
C3_Col1_C3_Col2,6.549697876,6.962399483
C3_Col1_C3_Col2,6.540975094,7.347032547
C3_Col1_C3_Col2,6.473183155,7.122854233
C3_Col1_C3_Col2,6.433319569,8.558934212
C3_Col1_C3_Col2,6.275204659,6.558247089
C3_Col1_C3_Col2,6.235301018,6.297974586
C3_Col1_C3_Col2,6.216853142,8.557548523
C3_Col1_C3_Col2,6.120698452,7.242740154
C3_Col1_C3_Col2,6.089024067,8.505613327
C3_Col1_C3_Col2,6.060451031,9.141677856
C3_Col1_C3_Col2,6.014735699,9.387760162
C3_Col1_C3_Col2,6.008500576,6.838234425
C3_Col1_C3_Col2,5.854124546,7.559645176
C3_Col1_C3_Col2,5.829922199,7.022360802
C3_Col1_C3_Col2,5.7188797,5.730709553
C3_Col1_C3_Col2,5.666575909,5.962718964
C3_Col1_C3_Col2,5.563870907,5.850176334
C3_Col1_C3_Col2,5.529138088,5.981506824
C3_Col1_C3_Col2,5.426786423,6.31909132
C3_Col1_C3_Col2,5.407322884,5.808757782
C3_Col1_C3_Col2,5.151140213,5.948557854
C3_Col1_C3_Col2,5.111986637,5.584774971
C3_Col1_C3_Col2,4.680152416,4.73742485
C3_Col1_C3_Col2,4.588210106,4.614065647
C3_Col1_C3_Col2,4.585417747,4.914545059
C3_Col1_C3_Col2,4.544369698,4.597736835
C3_Col1_C3_Col2,3.348289728,3.767035484
C3_Col1_C3_Col2,3.243854046,3.417113781
C4_Col1_C4_Col2,77.97917175,115.8054199
C4_Col1_C4_Col2,74.22465515,84.85555267
C4_Col1_C4_Col2,74.17962646,78.73706818
C4_Col1_C4_Col2,68.94091034,75.69350433
C4_Col1_C4_Col2,68.47576904,79.82482147
C4_Col1_C4_Col2,67.80040741,81.65869141
C4_Col1_C4_Col2,67.78119659,68.60048676
C4_Col1_C4_Col2,66.34224701,72.85367584
C4_Col1_C4_Col2,66.14854431,75.57843781
C4_Col1_C4_Col2,63.59234619,75.36032867
C4_Col1_C4_Col2,59.38147736,77.17778778
C4_Col1_C4_Col2,52.7192421,60.80841064
C4_Col1_C4_Col2,51.10112,58.52705765
C4_Col1_C4_Col2,47.79722977,49.96417236
C4_Col1_C4_Col2,47.75555801,54.48893738
C4_Col1_C4_Col2,47.71183777,64.93763733
C4_Col1_C4_Col2,47.40095901,64.65403748
C4_Col1_C4_Col2,47.21249771,59.28384399
C4_Col1_C4_Col2,45.14767456,62.17515564
C4_Col1_C4_Col2,44.86604691,62.62911987
C4_Col1_C4_Col2,44.49734497,45.13005447
C4_Col1_C4_Col2,43.67387772,50.11778641
C4_Col1_C4_Col2,42.46866226,47.27467728
C4_Col1_C4_Col2,42.2849617,68.70141602
C4_Col1_C4_Col2,41.51573944,42.82278442
C4_Col1_C4_Col2,41.21760178,41.23610306
C4_Col1_C4_Col2,40.25337601,42.86105728
C4_Col1_C4_Col2,39.9427948,44.67712784
C4_Col1_C4_Col2,39.18681335,49.00160599
C4_Col1_C4_Col2,37.60664368,48.41645432
C4_Col1_C4_Col2,37.06032181,37.41909409
C4_Col1_C4_Col2,36.63778687,37.41560745
C4_Col1_C4_Col2,36.58522034,38.97642899
C4_Col1_C4_Col2,36.38305664,36.89821243
C4_Col1_C4_Col2,35.36728668,49.31139755
C4_Col1_C4_Col2,34.1643219,44.53722763
C4_Col1_C4_Col2,34.05745316,34.85006714
C4_Col1_C4_Col2,33.36852646,54.21132278
C4_Col1_C4_Col2,33.23451233,35.91034317
C4_Col1_C4_Col2,32.30160141,33.28721619
C4_Col1_C4_Col2,32.05635452,38.54714584
C4_Col1_C4_Col2,32.03872299,39.98868179
C4_Col1_C4_Col2,31.57693481,37.25435257
C4_Col1_C4_Col2,31.51913261,41.55459595
C4_Col1_C4_Col2,31.05915451,42.51382446
C4_Col1_C4_Col2,30.80371284,31.83817101
C4_Col1_C4_Col2,30.19290924,48.3551712
C4_Col1_C4_Col2,30.18397522,37.48330307
C4_Col1_C4_Col2,30.05085182,33.25379562
C4_Col1_C4_Col2,29.60280609,31.74093628
C4_Col1_C4_Col2,28.65599823,34.02406311
C4_Col1_C4_Col2,28.64062691,32.31716537
C4_Col1_C4_Col2,28.50610733,30.12082863
C4_Col1_C4_Col2,28.43801689,31.36252975
C4_Col1_C4_Col2,27.31499863,31.83329773
C4_Col1_C4_Col2,27.24202919,32.61816025
C4_Col1_C4_Col2,27.16074562,32.56467438
C4_Col1_C4_Col2,26.64303207,39.51163483
C4_Col1_C4_Col2,26.58370781,33.36658096
C4_Col1_C4_Col2,25.98861885,27.42047501
C4_Col1_C4_Col2,25.83317184,31.92420959
C4_Col1_C4_Col2,25.42645836,27.99134827
C4_Col1_C4_Col2,25.09183121,31.34852219
C4_Col1_C4_Col2,24.94179153,28.19029427
C4_Col1_C4_Col2,24.73153114,31.67182541
C4_Col1_C4_Col2,24.33530617,35.40245438
C4_Col1_C4_Col2,24.06690216,40.38711166
C4_Col1_C4_Col2,23.65508652,24.2971077
C4_Col1_C4_Col2,23.4774971,24.98927498
C4_Col1_C4_Col2,23.42072105,23.82141113
C4_Col1_C4_Col2,23.28646469,26.16785049
C4_Col1_C4_Col2,23.17500687,38.52077484
C4_Col1_C4_Col2,23.11809158,27.16957664
C4_Col1_C4_Col2,22.9245739,23.80228806
C4_Col1_C4_Col2,22.91739655,24.87611961
C4_Col1_C4_Col2,22.50144577,33.31785202
C4_Col1_C4_Col2,22.47109604,28.15368843
C4_Col1_C4_Col2,22.22338676,26.14108086
C4_Col1_C4_Col2,22.21052933,22.22258568
C4_Col1_C4_Col2,21.83957863,23.91547394
C4_Col1_C4_Col2,21.50311089,23.53539848
C4_Col1_C4_Col2,21.43674088,26.76990128
C4_Col1_C4_Col2,20.89694595,26.24816895
C4_Col1_C4_Col2,20.80381584,25.01255226
C4_Col1_C4_Col2,20.64696121,23.86189461
C4_Col1_C4_Col2,20.62762642,31.70461273
C4_Col1_C4_Col2,20.3124485,20.65820694
C4_Col1_C4_Col2,20.20778465,22.93144798
C4_Col1_C4_Col2,20.12935638,21.63576126
C4_Col1_C4_Col2,19.99793053,26.45535469
C4_Col1_C4_Col2,19.99057579,21.90964127
C4_Col1_C4_Col2,19.90888596,27.4479599
C4_Col1_C4_Col2,19.79036522,22.15236664
C4_Col1_C4_Col2,19.74224472,24.84411812
C4_Col1_C4_Col2,19.70692825,29.00380516
C4_Col1_C4_Col2,19.70506287,21.06927681
C4_Col1_C4_Col2,19.67874527,22.17233467
C4_Col1_C4_Col2,19.6442585,24.42610359
C4_Col1_C4_Col2,19.40200806,21.54493713
C4_Col1_C4_Col2,19.37239456,21.93107605
C4_Col1_C4_Col2,19.07035828,23.0585804
C4_Col1_C4_Col2,19.02483177,19.36852837
C4_Col1_C4_Col2,19.01924706,19.47057533
C4_Col1_C4_Col2,19.01385689,20.0101757
C4_Col1_C4_Col2,18.76961708,25.09792328
C4_Col1_C4_Col2,18.74268913,21.07769775
C4_Col1_C4_Col2,18.69467735,25.85770607
C4_Col1_C4_Col2,18.53897667,19.85687828
C4_Col1_C4_Col2,18.50568199,19.38121796
C4_Col1_C4_Col2,18.46465302,31.01897621
C4_Col1_C4_Col2,18.43234253,20.34867668
C4_Col1_C4_Col2,18.4244957,22.66806221
C4_Col1_C4_Col2,18.40549088,21.57914925
C4_Col1_C4_Col2,18.37508202,33.15035248
C4_Col1_C4_Col2,18.36058044,19.00806808
C4_Col1_C4_Col2,18.3554306,28.99701881
C4_Col1_C4_Col2,18.28773689,19.67542076
C4_Col1_C4_Col2,18.26993561,23.26481438
C4_Col1_C4_Col2,18.24500656,19.67971992
C4_Col1_C4_Col2,18.21654701,19.11949158
C4_Col1_C4_Col2,18.21423531,22.689888
C4_Col1_C4_Col2,18.0781498,18.53922272
C4_Col1_C4_Col2,18.07793427,28.66426086
C4_Col1_C4_Col2,17.96052551,25.96982193
C4_Col1_C4_Col2,17.93157959,18.10916138
C4_Col1_C4_Col2,17.92862129,18.53428268
C4_Col1_C4_Col2,17.85735512,29.10722351
C4_Col1_C4_Col2,17.83065987,30.58302307
C4_Col1_C4_Col2,17.67920685,21.25440598
C4_Col1_C4_Col2,17.67689705,28.45141029
C4_Col1_C4_Col2,17.61398125,24.84848404
C4_Col1_C4_Col2,17.56661034,25.70147705
C4_Col1_C4_Col2,17.55369759,23.27960587
C4_Col1_C4_Col2,17.46639442,24.43727303
C4_Col1_C4_Col2,17.40647125,18.50448608
C4_Col1_C4_Col2,17.31453323,23.22106552
C4_Col1_C4_Col2,17.04969406,17.84994888
C4_Col1_C4_Col2,17.01612663,20.73505974
C4_Col1_C4_Col2,16.80691338,17.77359581
C4_Col1_C4_Col2,16.76100159,22.8193264
C4_Col1_C4_Col2,16.69281197,20.11268616
C4_Col1_C4_Col2,16.64847565,19.81205177
C4_Col1_C4_Col2,16.60585594,19.6359272
C4_Col1_C4_Col2,16.56382942,23.92070007
C4_Col1_C4_Col2,16.48001862,22.04926682
C4_Col1_C4_Col2,16.47919464,16.79505348
C4_Col1_C4_Col2,16.33957672,20.96099472
C4_Col1_C4_Col2,16.33624458,17.31209564
C4_Col1_C4_Col2,16.25095749,18.35258675
C4_Col1_C4_Col2,16.1661644,17.10130882
C4_Col1_C4_Col2,16.14332771,25.66460228
C4_Col1_C4_Col2,16.08905411,18.26891136
C4_Col1_C4_Col2,15.84880257,18.8215332
C4_Col1_C4_Col2,15.8179245,25.16729546
C4_Col1_C4_Col2,15.6777792,18.65195084
C4_Col1_C4_Col2,15.52633667,28.11909103
C4_Col1_C4_Col2,15.51513195,15.7601614
C4_Col1_C4_Col2,15.49162292,21.93733978
C4_Col1_C4_Col2,15.48126888,21.52749634
C4_Col1_C4_Col2,15.47389507,21.89768791
C4_Col1_C4_Col2,15.38875008,23.6791954
C4_Col1_C4_Col2,15.34246635,16.63191223
C4_Col1_C4_Col2,15.32713795,16.58358955
C4_Col1_C4_Col2,15.26350689,16.48091125
C4_Col1_C4_Col2,15.25222969,17.26916122
C4_Col1_C4_Col2,15.03158569,16.40534782
C4_Col1_C4_Col2,15.02449894,30.43833542
C4_Col1_C4_Col2,14.98997593,16.14972305
C4_Col1_C4_Col2,14.95809078,19.31149864
C4_Col1_C4_Col2,14.95596695,15.02483368
C4_Col1_C4_Col2,14.89679623,15.74453068
C4_Col1_C4_Col2,14.85364151,18.22171021
C4_Col1_C4_Col2,14.80459118,18.50374985
C4_Col1_C4_Col2,14.76580524,20.66377258
C4_Col1_C4_Col2,14.65934277,31.62490463
C4_Col1_C4_Col2,14.62100506,17.3762207
C4_Col1_C4_Col2,14.48839951,17.30132675
C4_Col1_C4_Col2,14.46713352,15.0092535
C4_Col1_C4_Col2,14.37679386,19.08465385
C4_Col1_C4_Col2,14.3746109,15.24737167
C4_Col1_C4_Col2,14.35221767,16.61384773
C4_Col1_C4_Col2,14.34713745,16.41633224
C4_Col1_C4_Col2,14.32657146,18.95198059
C4_Col1_C4_Col2,14.29820919,21.0646534
C4_Col1_C4_Col2,14.26714611,18.03733444
C4_Col1_C4_Col2,14.25913906,16.23804474
C4_Col1_C4_Col2,14.23260117,14.23285198
C4_Col1_C4_Col2,14.14616966,15.53182316
C4_Col1_C4_Col2,14.11216354,18.48868942
C4_Col1_C4_Col2,14.10301685,21.44600296
C4_Col1_C4_Col2,14.06868362,18.9353466
C4_Col1_C4_Col2,13.94590759,14.57053089
C4_Col1_C4_Col2,13.93611145,14.06404209
C4_Col1_C4_Col2,13.85332298,16.41737938
C4_Col1_C4_Col2,13.85099411,15.77780819
C4_Col1_C4_Col2,13.83835697,15.99463844
C4_Col1_C4_Col2,13.73000336,21.9530201
C4_Col1_C4_Col2,13.71346569,14.48185921
C4_Col1_C4_Col2,13.69076824,16.65660286
C4_Col1_C4_Col2,13.6796608,15.10193729
C4_Col1_C4_Col2,13.67737961,18.3192234
C4_Col1_C4_Col2,13.66658688,22.34442711
C4_Col1_C4_Col2,13.60789585,13.69094276
C4_Col1_C4_Col2,13.5670681,17.47271156
C4_Col1_C4_Col2,13.55760002,25.04994965
C4_Col1_C4_Col2,13.54607964,14.33008575
C4_Col1_C4_Col2,13.53985214,14.91518593
C4_Col1_C4_Col2,13.46792126,14.95925808
C4_Col1_C4_Col2,13.46097946,15.13930035
C4_Col1_C4_Col2,13.45989132,15.0860424
C4_Col1_C4_Col2,13.3493557,15.45491028
C4_Col1_C4_Col2,13.34370136,21.4379673
C4_Col1_C4_Col2,13.30939579,14.47086334
C4_Col1_C4_Col2,13.26304722,19.6700325
C4_Col1_C4_Col2,13.26055241,19.08492279
C4_Col1_C4_Col2,13.08081913,13.15719318
C4_Col1_C4_Col2,13.01779747,13.44621754
C4_Col1_C4_Col2,13.00439262,15.75567627
C4_Col1_C4_Col2,12.91980648,13.10092735
C4_Col1_C4_Col2,12.91299438,13.6395483
C4_Col1_C4_Col2,12.86281872,14.98390865
C4_Col1_C4_Col2,12.82620525,16.95249176
C4_Col1_C4_Col2,12.81107998,12.93729687
C4_Col1_C4_Col2,12.80300903,13.22405243
C4_Col1_C4_Col2,12.78005123,14.22260761
C4_Col1_C4_Col2,12.77382755,13.92684555
C4_Col1_C4_Col2,12.76121521,12.91365051
C4_Col1_C4_Col2,12.71850777,17.29805946
C4_Col1_C4_Col2,12.70859051,12.90851593
C4_Col1_C4_Col2,12.6916523,13.56262875
C4_Col1_C4_Col2,12.6731205,16.20142365
C4_Col1_C4_Col2,12.63450336,13.127985
C4_Col1_C4_Col2,12.51973724,19.47213173
C4_Col1_C4_Col2,12.50391388,12.58031464
C4_Col1_C4_Col2,12.50097084,16.37439537
C4_Col1_C4_Col2,12.45946598,18.87599945
C4_Col1_C4_Col2,12.44974613,14.27776909
C4_Col1_C4_Col2,12.43790627,12.56107044
C4_Col1_C4_Col2,12.42408752,13.23466873
C4_Col1_C4_Col2,12.4190731,13.43850708
C4_Col1_C4_Col2,12.40479755,14.13474751
C4_Col1_C4_Col2,12.38534927,15.77518368
C4_Col1_C4_Col2,12.38193417,14.50972748
C4_Col1_C4_Col2,12.37433338,17.86540604
C4_Col1_C4_Col2,12.34383965,12.88554573
C4_Col1_C4_Col2,12.32384491,16.9523983
C4_Col1_C4_Col2,12.19317245,12.38228226
C4_Col1_C4_Col2,12.14486694,12.25745678
C4_Col1_C4_Col2,12.14265251,17.05400658
C4_Col1_C4_Col2,12.11854076,18.14293861
C4_Col1_C4_Col2,12.08497906,18.97698593
C4_Col1_C4_Col2,12.05970764,14.42411137
C4_Col1_C4_Col2,12.03238201,12.13757706
C4_Col1_C4_Col2,11.98167324,12.11916828
C4_Col1_C4_Col2,11.98031425,12.8166132
C4_Col1_C4_Col2,11.97545242,22.97565269
C4_Col1_C4_Col2,11.92138958,13.51683426
C4_Col1_C4_Col2,11.90961361,11.95312691
C4_Col1_C4_Col2,11.89311409,12.95026016
C4_Col1_C4_Col2,11.84681988,14.79118919
C4_Col1_C4_Col2,11.83372784,12.3178587
C4_Col1_C4_Col2,11.81417179,16.2231617
C4_Col1_C4_Col2,11.80266762,13.95452976
C4_Col1_C4_Col2,11.79776382,12.90868855
C4_Col1_C4_Col2,11.77347851,13.99313736
C4_Col1_C4_Col2,11.76387978,12.84569073
C4_Col1_C4_Col2,11.73823071,16.23638916
C4_Col1_C4_Col2,11.69316578,12.92230511
C4_Col1_C4_Col2,11.68006134,13.59058952
C4_Col1_C4_Col2,11.67839146,22.47364426
C4_Col1_C4_Col2,11.65408802,17.80428696
