Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Cz_Col1,Cz_Col2
-69.6078567504883,-149.596313476562,-14.7582397460938,-134.586135864258,-288.914276123047,-289.276458740234,-29.546350479126,-230.800064086914,39.113697052002,-389.047973632812,47.791088104248,-192.637771606445,-108.293067932129,-267.208160400391,-54.4821815490723,-250.181045532227,141.230377197266,-23.2558860778809,-46.610595703125,-235.676330566406,67.0386962890625,-170.194564819336,-55.2059593200684,-267.658294677734,122.612686157227,-75.1713790893555,-91.7768783569336,-151.674102783203,140.121948242188,-362.354400634766
-0.895626902580261,-258.845611572266,69.288459777832,-206.805389404297,-234.74592590332,-233.562240600586,40.7354049682617,-256.115142822266,-19.1890811920166,-451.202972412109,22.4877147674561,-194.345718383789,-82.0199356079102,-224.240295410156,-30.6798572540283,-216.549453735352,169.00798034668,-79.1115036010742,-27.7755851745605,-135.335083007812,129.176681518555,-197.87190246582,-119.250228881836,-52.8533630371094,171.62744140625,-75.9410095214844,-42.8561515808105,-140.617645263672,27.6935710906982,-362.053161621094
9.63272380828857,-298.629333496094,124.214241027832,-268.929870605469,-230.058868408203,-124.668327331543,79.9361267089844,-268.035339355469,-123.679328918457,-1032.82861328125,-49.4462623596191,-222.550521850586,-47.2185249328613,-108.535224914551,-16.4427585601807,-82.3280715942383,186.277435302734,-126.271453857422,-51.307315826416,-36.7690658569336,138.146255493164,-222.873718261719,-139.337829589844,154.800262451172,196.102386474609,-105.850593566895,-29.9283676147461,-55.6154899597168,-69.5553588867188,-280.544891357422
-78.3414459228516,-266.773834228516,180.120376586914,-330.697326660156,-264.829742431641,11.4624738693237,87.7616577148438,-239.079772949219,-163.696395874023,-1711.10620117188,-144.133453369141,-217.086502075195,-28.318244934082,-1.67428016662598,-14.647120475769,25.4113616943359,179.299621582031,-143.539993286133,-105.257225036621,38.8541450500488,125.603019714355,-188.557510375977,-98.6351852416992,242.533203125,163.392501831055,-129.192306518555,2.6936821937561,-10.4559774398804,-143.746154785156,-223.751693725586
-185.155792236328,-214.583740234375,190.552536010742,-383.264312744141,-304.482635498047,88.5798873901367,73.1916656494141,-175.325119018555,-153.772766113281,-1732.80310058594,-174.245346069336,-152.41618347168,-42.7146606445312,19.1295890808105,-44.9764823913574,-7.04483079910278,134.460052490234,-86.4160385131836,-131.189666748047,73.9957046508789,121.757133483887,-138.300415039062,-83.724609375,240.564407348633,111.598609924316,-94.0604476928711,-12.6217584609985,-52.2037353515625,-198.048370361328,-236.434799194336
-205.390655517578,-130.479309082031,174.646820068359,-403.844360351562,-297.770050048828,98.2289581298828,80.4434204101562,-133.750503540039,-154.045074462891,-1368.64331054688,-164.183578491211,-73.8854598999023,-39.8169364929199,-20.8208351135254,-30.545389175415,-103.55345916748,126.716552734375,-20.7926406860352,-152.300048828125,60.1930923461914,106.739608764648,-135.646591186523,-122.071434020996,177.905639648438,87.3583297729492,-66.9242248535156,-57.1459007263184,-79.778564453125,-225.372283935547,-207.022216796875
-174.720031738281,-30.3165626525879,178.645156860352,-381.881927490234,-274.780090332031,164.846282958984,103.436668395996,-149.785552978516,-196.992874145508,-1188.87341308594,-174.632064819336,-33.0274124145508,-44.822452545166,-75.1345062255859,13.1999025344849,-190.562042236328,138.447219848633,-10.7463884353638,-181.862335205078,47.2685661315918,82.6521301269531,-163.474945068359,-161.644729614258,158.258483886719,55.633731842041,-80.1860656738281,-46.6299324035645,-109.955024719238,-247.427139282227,-130.978225708008
-173.448974609375,71.4849548339844,135.185485839844,-325.766052246094,-263.018493652344,295.042510986328,41.8746223449707,-158.008056640625,-249.588577270508,-1101.86840820312,-200.119583129883,-21.8378372192383,-112.484390258789,-133.881591796875,-42.7633247375488,-265.811920166016,101.55322265625,-5.53939533233643,-182.39973449707,81.9132232666016,39.9321250915527,-173.059280395508,-175.032196044922,237.802734375,18.6383686065674,-95.88818359375,-51.3708419799805,-179.05403137207,-286.091949462891,-93.4383850097656
-157.322662353516,143.345565795898,32.0773468017578,-273.601837158203,-264.918670654297,394.601806640625,-98.0384292602539,-110.586975097656,-323.326507568359,-991.7314453125,-221.247924804688,-34.374927520752,-198.518844604492,-185.617568969727,-162.186965942383,-301.185302734375,60.2704887390137,19.8042907714844,-205.724731445312,127.413841247559,-53.6644821166992,-133.31379699707,-221.951019287109,254.767990112305,-6.4198956489563,-99.2291107177734,-104.961700439453,-203.941070556641,-316.908142089844,-102.37427520752
-111.17822265625,111.657859802246,-59.355899810791,-247.619659423828,-287.560241699219,432.069732666016,-195.582992553711,-56.4557495117188,-415.922698974609,-961.367919921875,-217.396560668945,-83.5981140136719,-250.285614013672,-203.658203125,-227.039703369141,-265.046966552734,30.6780853271484,63.5020027160645,-258.870361328125,87.669921875,-140.823425292969,-65.5679473876953,-306.00244140625,139.755279541016,-47.4494514465332,-69.4678573608398,-133.860946655273,-157.101486206055,-331.333282470703,-131.227264404297
-149.596313476562,24.5450458526611,-134.586135864258,-246.66943359375,-289.276458740234,380.677398681641,-230.800064086914,-22.4256439208984,-389.047973632812,-939.526062011719,-192.637771606445,-105.035598754883,-267.208160400391,-162.248458862305,-250.181045532227,-168.185745239258,-23.2558860778809,114.043380737305,-235.676330566406,-22.5209331512451,-170.194564819336,-25.578010559082,-267.658294677734,57.156307220459,-75.1713790893555,-21.9020309448242,-151.674102783203,-79.9942932128906,-362.354400634766,-135.815628051758
-258.845611572266,-11.8507242202759,-206.805389404297,-256.359436035156,-233.562240600586,315.038055419922,-256.115142822266,6.1070442199707,-451.202972412109,-838.510620117188,-194.345718383789,-58.6629486083984,-224.240295410156,-90.4268951416016,-216.549453735352,-69.5065383911133,-79.1115036010742,100.543983459473,-135.335083007812,-53.8823204040527,-197.87190246582,-28.6456356048584,-52.8533630371094,94.1372222900391,-75.9410095214844,-17.5299625396729,-140.617645263672,-10.5260343551636,-362.053161621094,-97.6103744506836
-298.629333496094,-7.57637453079224,-268.929870605469,-198.553466796875,-124.668327331543,368.345336914062,-268.035339355469,26.3966007232666,-1032.82861328125,-707.610961914062,-222.550521850586,-31.6260356903076,-108.535224914551,-57.2067222595215,-82.3280715942383,-28.6882343292236,-126.271453857422,49.5309257507324,-36.7690658569336,14.1722526550293,-222.873718261719,-30.1199989318848,154.800262451172,158.694290161133,-105.850593566895,-36.9535179138184,-55.6154899597168,2.52523756027222,-280.544891357422,-58.4296607971191
-266.773834228516,13.9318294525146,-330.697326660156,-39.6452140808105,11.4624738693237,417.997375488281,-239.079772949219,44.3061408996582,-1711.10620117188,-630.803405761719,-217.086502075195,-53.8987655639648,-1.67428016662598,-40.652702331543,25.4113616943359,-25.2348461151123,-143.539993286133,55.8511543273926,38.8541450500488,27.3659076690674,-188.557510375977,2.91764116287231,242.533203125,127.67652130127,-129.192306518555,-19.5607814788818,-10.4559774398804,-13.2351322174072,-223.751693725586,-11.3041048049927
-214.583740234375,34.3071174621582,-383.264312744141,83.4049835205078,88.5798873901367,324.467712402344,-175.325119018555,42.5906448364258,-1732.80310058594,-638.849243164062,-152.41618347168,-65.97021484375,19.1295890808105,22.2812175750732,-7.04483079910278,7.19197607040405,-86.4160385131836,52.4511337280273,73.9957046508789,-67.3006820678711,-138.300415039062,2.82837438583374,240.564407348633,2.98304796218872,-94.0604476928711,22.5412178039551,-52.2037353515625,19.9018268585205,-236.434799194336,48.6574745178223
-130.479309082031,-15.1499032974243,-403.844360351562,51.0617446899414,98.2289581298828,238.586181640625,-133.750503540039,-36.0032043457031,-1368.64331054688,-618.21826171875,-73.8854598999023,-80.3870544433594,-20.8208351135254,91.0789489746094,-103.55345916748,82.840446472168,-20.7926406860352,-26.0360107421875,60.1930923461914,-159.662536621094,-135.646591186523,-90.7666702270508,177.905639648438,-68.2943649291992,-66.9242248535156,33.183765411377,-79.778564453125,81.1350326538086,-207.022216796875,72.0027008056641
-30.3165626525879,-115.990661621094,-381.881927490234,-56.7221069335938,164.846282958984,250.455612182617,-149.785552978516,-162.253829956055,-1188.87341308594,-491.346557617188,-33.0274124145508,-112.103797912598,-75.1345062255859,120.90007019043,-190.562042236328,134.654434204102,-10.7463884353638,-72.5451965332031,47.2685661315918,-174.577270507812,-163.474945068359,-168.926086425781,158.258483886719,-38.0162315368652,-80.1860656738281,-10.9432954788208,-109.955024719238,108.519340515137,-130.978225708008,79.6308059692383
71.4849548339844,-170.571166992188,-325.766052246094,-99.7469711303711,295.042510986328,276.267395019531,-158.008056640625,-225.82341003418,-1101.86840820312,-351.613922119141,-21.8378372192383,-105.662185668945,-133.881591796875,127.489547729492,-265.811920166016,96.7522811889648,-5.53939533233643,-43.7673530578613,81.9132232666016,-137.466827392578,-173.059280395508,-154.306823730469,237.802734375,6.15810632705688,-95.88818359375,-50.2498359680176,-179.05403137207,98.3269119262695,-93.4383850097656,87.8645858764648
143.345565795898,-141.62776184082,-273.601837158203,-74.0050201416016,394.601806640625,323.402984619141,-110.586975097656,-217.716293334961,-991.7314453125,-232.775894165039,-34.374927520752,-56.362907409668,-185.617568969727,109.499534606934,-301.185302734375,35.848201751709,19.8042907714844,-24.2071762084961,127.413841247559,-72.6497573852539,-133.31379699707,-152.12028503418,254.767990112305,67.5333786010742,-99.2291107177734,-28.4411029815674,-203.941070556641,79.1006546020508,-102.37427520752,66.870735168457
111.657859802246,-48.590217590332,-247.619659423828,-56.5448875427246,432.069732666016,408.287628173828,-56.4557495117188,-212.45393371582,-961.367919921875,-98.3847961425781,-83.5981140136719,-24.8746604919434,-203.658203125,95.4089889526367,-265.046966552734,53.7746887207031,63.5020027160645,-23.292537689209,87.669921875,3.85131573677063,-65.5679473876953,-184.325775146484,139.755279541016,138.930023193359,-69.4678573608398,-10.0764055252075,-157.101486206055,77.8671646118164,-131.227264404297,71.0768280029297
24.5450458526611,58.1609573364258,-246.66943359375,-19.6501483917236,380.677398681641,472.788940429688,-22.4256439208984,-202.379974365234,-939.526062011719,-1.44149363040924,-105.035598754883,-37.4679565429688,-162.248458862305,101.216156005859,-168.185745239258,91.1444320678711,114.043380737305,9.06159210205078,-22.5209331512451,27.5353755950928,-25.578010559082,-158.384216308594,57.156307220459,120.950561523438,-21.9020309448242,-46.2819900512695,-79.9942932128906,72.3147888183594,-135.815628051758,116.619873046875
-11.8507242202759,155.021987915039,-256.359436035156,96.1039810180664,315.038055419922,515.212585449219,6.1070442199707,-149.799301147461,-838.510620117188,32.9001579284668,-58.6629486083984,-53.799488067627,-90.4268951416016,58.6548385620117,-69.5065383911133,64.0310134887695,100.543983459473,50.5370559692383,-53.8823204040527,-2.19017624855042,-28.6456356048584,-92.1488723754883,94.1372222900391,59.6924171447754,-17.5299625396729,-62.7027740478516,-10.5260343551636,25.8784446716309,-97.6103744506836,137.248138427734
-7.57637453079224,252.051895141602,-198.553466796875,198.920593261719,368.345336914062,562.005493164062,26.3966007232666,-99.9753494262695,-707.610961914062,85.6827545166016,-31.6260356903076,-24.3600158691406,-57.2067222595215,-0.857499480247498,-28.6882343292236,21.1105155944824,49.5309257507324,51.9034690856934,14.1722526550293,14.6070795059204,-30.1199989318848,-46.1137390136719,158.694290161133,77.2928848266602,-36.9535179138184,-33.7561912536621,2.52523756027222,-3.92824101448059,-58.4296607971191,148.352340698242
13.9318294525146,273.367309570312,-39.6452140808105,203.73551940918,417.997375488281,594.992858886719,44.3061408996582,-85.1182479858398,-630.803405761719,191.527236938477,-53.8987655639648,38.4398612976074,-40.652702331543,22.6194286346436,-25.2348461151123,4.90902805328369,55.8511543273926,31.7581367492676,27.3659076690674,72.9866409301758,2.91764116287231,-33.1204986572266,127.67652130127,143.543563842773,-19.5607814788818,-37.4650192260742,-13.2351322174072,37.3353538513184,-11.3041048049927,154.756484985352
34.3071174621582,178.684448242188,83.4049835205078,181.796173095703,324.467712402344,580.586486816406,42.5906448364258,-62.8666725158691,-638.849243164062,264.101898193359,-65.97021484375,95.6769104003906,22.2812175750732,67.4677886962891,7.19197607040405,2.78464508056641,52.4511337280273,23.5637664794922,-67.3006820678711,85.0564270019531,2.82837438583374,-53.9175186157227,2.98304796218872,179.05842590332,22.5412178039551,-78.5848999023438,19.9018268585205,81.8245391845703,48.6574745178223,125.254653930664
-15.1499032974243,110.732925415039,51.0617446899414,168.256576538086,238.586181640625,519.927978515625,-36.0032043457031,-27.5246105194092,-618.21826171875,249.412048339844,-80.3870544433594,127.405517578125,91.0789489746094,72.4135360717773,82.840446472168,22.1257305145264,-26.0360107421875,-2.27179861068726,-159.662536621094,67.1862411499023,-90.7666702270508,-65.325065612793,-68.2943649291992,155.21403503418,33.183765411377,-85.0720977783203,81.1350326538086,87.0400009155273,72.0027008056641,126.676010131836
-115.990661621094,153.719650268555,-56.7221069335938,127.461692810059,250.455612182617,468.836791992188,-162.253829956055,-12.7899761199951,-491.346557617188,217.882202148438,-112.103797912598,124.382453918457,120.90007019043,102.41429901123,134.654434204102,62.8764801025391,-72.5451965332031,-45.3732986450195,-174.577270507812,53.1944046020508,-168.926086425781,-34.7938766479492,-38.0162315368652,86.0432891845703,-10.9432954788208,-53.0701332092285,108.519340515137,100.360397338867,79.6308059692383,196.293197631836
-170.571166992188,216.200561523438,-99.7469711303711,108.017951965332,276.267395019531,457.161529541016,-225.82341003418,14.5149383544922,-351.613922119141,206.798522949219,-105.662185668945,127.506530761719,127.489547729492,136.782638549805,96.7522811889648,102.166564941406,-43.7673530578613,-31.0546855926514,-137.466827392578,32.0445289611816,-154.306823730469,16.7265434265137,6.15810632705688,45.4898719787598,-50.2498359680176,-34.5494079589844,98.3269119262695,103.931297302246,87.8645858764648,279.04736328125
-141.62776184082,228.33039855957,-74.0050201416016,142.324172973633,323.402984619141,450.849090576172,-217.716293334961,100.453239440918,-232.775894165039,198.464248657227,-56.362907409668,175.546630859375,109.499534606934,111.371353149414,35.848201751709,112.633682250977,-24.2071762084961,38.2492485046387,-72.6497573852539,24.7305068969727,-152.12028503418,84.3887100219727,67.5333786010742,63.3317527770996,-28.4411029815674,-34.7031898498535,79.1006546020508,52.5395126342773,66.870735168457,349.072692871094
-48.590217590332,193.847351074219,-56.5448875427246,160.961135864258,408.287628173828,425.290740966797,-212.45393371582,204.703857421875,-98.3847961425781,229.330474853516,-24.8746604919434,232.79719543457,95.4089889526367,85.6657562255859,53.7746887207031,104.303375244141,-23.292537689209,85.1538009643555,3.85131573677063,23.0966968536377,-184.325775146484,152.200088500977,138.930023193359,81.6139984130859,-10.0764055252075,-12.2870750427246,77.8671646118164,20.4034786224365,71.0768280029297,390.697448730469
58.1609573364258,139.642868041992,-19.6501483917236,146.170349121094,472.788940429688,377.742156982422,-202.379974365234,264.374664306641,-1.44149363040924,284.254577636719,-37.4679565429688,290.520355224609,101.216156005859,112.068984985352,91.1444320678711,134.749298095703,9.06159210205078,88.2770538330078,27.5353755950928,1.47439241409302,-158.384216308594,178.914764404297,120.950561523438,77.3324508666992,-46.2819900512695,41.1475791931152,72.3147888183594,65.6884918212891,116.619873046875,389.976013183594
155.021987915039,99.6763153076172,96.1039810180664,142.479263305664,515.212585449219,328.778594970703,-149.799301147461,256.719787597656,32.9001579284668,314.151123046875,-53.799488067627,333.024108886719,58.6548385620117,150.811950683594,64.0310134887695,173.324172973633,50.5370559692383,44.2033805847168,-2.19017624855042,-9.86479759216309,-92.1488723754883,155.778930664062,59.6924171447754,70.9383773803711,-62.7027740478516,77.1606063842773,25.8784446716309,98.1324462890625,137.248138427734,349.812591552734
252.051895141602,66.051155090332,198.920593261719,139.019561767578,562.005493164062,314.233428955078,-99.9753494262695,175.934341430664,85.6827545166016,349.511871337891,-24.3600158691406,251.311874389648,-0.857499480247498,165.619659423828,21.1105155944824,143.382125854492,51.9034690856934,-29.9358100891113,14.6070795059204,-14.9696378707886,-46.1137390136719,102.83821105957,77.2928848266602,61.1595039367676,-33.7561912536621,73.8764419555664,-3.92824101448059,68.0612106323242,148.352340698242,253.952362060547
273.367309570312,18.4713687896729,203.73551940918,114.037498474121,594.992858886719,311.922943115234,-85.1182479858398,65.6426086425781,191.527236938477,368.376251220703,38.4398612976074,55.0409507751465,22.6194286346436,162.460525512695,4.90902805328369,117.036483764648,31.7581367492676,-44.7974166870117,72.9866409301758,-29.4989185333252,-33.1204986572266,68.4246292114258,143.543563842773,47.1334686279297,-37.4650192260742,77.7713165283203,37.3353538513184,67.9518737792969,154.756484985352,132.463684082031
178.684448242188,-17.7788162231445,181.796173095703,95.5450057983398,580.586486816406,303.626556396484,-62.8666725158691,19.9703693389893,264.101898193359,358.582763671875,95.6769104003906,-80.3612518310547,67.4677886962891,180.583831787109,2.78464508056641,160.541137695312,23.5637664794922,11.7072582244873,85.0564270019531,1.75170421600342,-53.9175186157227,80.3032913208008,179.05842590332,64.5091934204102,-78.5848999023438,88.800407409668,81.8245391845703,139.689346313477,125.254653930664,49.12109375
110.732925415039,-17.5539302825928,168.256576538086,100.531494140625,519.927978515625,344.907257080078,-27.5246105194092,58.1589851379395,249.412048339844,420.793579101562,127.405517578125,-84.5748672485352,72.4135360717773,226.213485717773,22.1257305145264,186.075164794922,-2.27179861068726,28.3696098327637,67.1862411499023,81.8330078125,-65.325065612793,90.760498046875,155.21403503418,146.538162231445,-85.0720977783203,30.8877182006836,87.0400009155273,200.232940673828,126.676010131836,-3.35867094993591
153.719650268555,11.8340797424316,127.461692810059,107.340263366699,468.836791992188,433.119201660156,-12.7899761199951,106.756843566895,217.882202148438,524.922607421875,124.382453918457,-21.8907337188721,102.41429901123,232.694274902344,62.8764801025391,166.916641235352,-45.3732986450195,-22.5736446380615,53.1944046020508,148.870178222656,-34.7938766479492,74.7352523803711,86.0432891845703,239.535629272461,-53.0701332092285,-68.6379547119141,100.360397338867,198.200057983398,196.293197631836,-41.8416481018066
216.200561523438,60.4542846679688,108.017951965332,100.540740966797,457.161529541016,488.589996337891,14.5149383544922,127.825500488281,206.798522949219,564.949951171875,127.506530761719,48.0129890441895,136.782638549805,200.737442016602,102.166564941406,184.765884399414,-31.0546855926514,-46.1722755432129,32.0445289611816,194.95686340332,16.7265434265137,62.3762626647949,45.4898719787598,264.879791259766,-34.5494079589844,-86.1318588256836,103.931297302246,189.68701171875,279.04736328125,-28.5573749542236
228.33039855957,124.747467041016,142.324172973633,89.2599105834961,450.849090576172,495.914855957031,100.453239440918,138.037612915039,198.464248657227,578.505493164062,175.546630859375,87.2389221191406,111.371353149414,211.030899047852,112.633682250977,245.277206420898,38.2492485046387,0.49959322810173,24.7305068969727,216.088348388672,84.3887100219727,72.8832015991211,63.3317527770996,248.647994995117,-34.7031898498535,-24.0560340881348,52.5395126342773,221.48176574707,349.072692871094,64.0227432250977
193.847351074219,190.769958496094,160.961135864258,91.1608276367188,425.290740966797,489.804962158203,204.703857421875,162.917984008789,229.330474853516,592.372375488281,232.79719543457,107.014991760254,85.6657562255859,234.763458251953,104.303375244141,264.634246826172,85.1538009643555,60.2000045776367,23.0966968536377,194.917434692383,152.200088500977,124.819854736328,81.6139984130859,234.664138793945,-12.2870750427246,33.5775299072266,20.4034786224365,233.343292236328,390.697448730469,194.148010253906
139.642868041992,224.33430480957,146.170349121094,105.227378845215,377.742156982422,468.107940673828,264.374664306641,225.447875976562,284.254577636719,600.501525878906,290.520355224609,147.803100585938,112.068984985352,205.675994873047,134.749298095703,198.664245605469,88.2770538330078,81.7701034545898,1.47439241409302,173.040313720703,178.914764404297,191.270095825195,77.3324508666992,215.62809753418,41.1475791931152,72.9923706054688,65.6884918212891,175.607772827148,389.976013183594,283.256072998047
99.6763153076172,191.596450805664,142.479263305664,95.7165985107422,328.778594970703,418.039764404297,256.719787597656,282.651062011719,314.151123046875,622.431701660156,333.024108886719,189.184051513672,150.811950683594,186.597442626953,173.324172973633,121.952835083008,44.2033805847168,76.0200424194336,-9.86479759216309,184.959777832031,155.778930664062,204.405883789062,70.9383773803711,222.071365356445,77.1606063842773,87.7780227661133,98.1324462890625,126.850936889648,349.812591552734,325.445831298828
66.051155090332,107.441513061523,139.019561767578,35.2048835754395,314.233428955078,363.095367431641,175.934341430664,266.076110839844,349.511871337891,598.134216308594,251.311874389648,193.450836181641,165.619659423828,218.887420654297,143.382125854492,118.853233337402,-29.9358100891113,69.1566009521484,-14.9696378707886,200.626159667969,102.83821105957,178.429122924805,61.1595039367676,251.915191650391,73.8764419555664,82.9916687011719,68.0612106323242,153.799011230469,253.952362060547,343.725219726562
18.4713687896729,41.2458915710449,114.037498474121,-54.283317565918,311.922943115234,319.027770996094,65.6426086425781,209.585510253906,368.376251220703,534.108093261719,55.0409507751465,181.004180908203,162.460525512695,244.294235229492,117.036483764648,153.703018188477,-44.7974166870117,62.1044578552246,-29.4989185333252,187.245712280273,68.4246292114258,146.925033569336,47.1334686279297,230.68603515625,77.7713165283203,94.4262771606445,67.9518737792969,200.745056152344,132.463684082031,293.505126953125
-17.7788162231445,23.5169658660889,95.5450057983398,-128.353820800781,303.626556396484,260.652923583984,19.9703693389893,160.60124206543,358.582763671875,529.173400878906,-80.3612518310547,187.905746459961,180.583831787109,262.060607910156,160.541137695312,183.232727050781,11.7072582244873,45.8652687072754,1.75170421600342,147.796585083008,80.3032913208008,92.2789154052734,64.5091934204102,178.392028808594,88.800407409668,81.92822265625,139.689346313477,211.906295776367,49.12109375,213.210342407227
-17.5539302825928,2.90903425216675,100.531494140625,-153.478408813477,344.907257080078,203.948822021484,58.1589851379395,99.5055999755859,420.793579101562,529.062133789062,-84.5748672485352,201.832748413086,226.213485717773,293.600921630859,186.075164794922,216.061950683594,28.3696098327637,25.3121013641357,81.8330078125,106.805107116699,90.760498046875,43.0915870666504,146.538162231445,153.372039794922,30.8877182006836,22.6321239471436,200.232940673828,194.67692565918,-3.35867094993591,211.298843383789
11.8340797424316,-9.98402309417725,107.340263366699,-132.22492980957,433.119201660156,197.220794677734,106.756843566895,51.8768119812012,524.922607421875,456.759155273438,-21.8907337188721,170.896301269531,232.694274902344,288.728149414062,166.916641235352,221.689071655273,-22.5736446380615,24.2575416564941,148.870178222656,81.9704208374023,74.7352523803711,29.7364921569824,239.535629272461,109.509140014648,-68.6379547119141,-0.809752762317657,198.200057983398,161.442718505859,-41.8416481018066,234.651901245117
