Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
49.3351287841797,25.1268558502197,-39.7145767211914,-62.2933769226074,-1.33901381492615,-159.75244140625,-108.575775146484,-8.61886596679688,9.43258476257324,-149.154098510742,-193.46858215332,-90.7195053100586,66.7364959716797,-68.3007507324219,-75.2872543334961,-119.010757446289,154.591293334961,21.6495418548584,332.406158447266,-60.5455169677734,-54.1284370422363,-112.066909790039,-36.8965950012207,-107.122695922852,-129.077102661133,-68.2514572143555,7.76229667663574,-25.0869007110596,76.5264282226562,-93.4310836791992,-84.3074035644531,-89.1632461547852,78.5209045410156,-215.888732910156,90.9940719604492,-39.1212615966797
-9.15587425231934,-73.7316436767578,92.7348098754883,-21.3612957000732,-9.16589260101318,-213.873123168945,-38.4696388244629,-30.9348411560059,60.4785537719727,-124.835006713867,-67.9859237670898,-122.664566040039,75.5074920654297,-43.0811767578125,38.6670684814453,-145.738998413086,109.775268554688,-6.17043209075928,375.309020996094,-87.7248077392578,-25.9960975646973,-79.5062637329102,-26.5320529937744,-93.9650955200195,-26.7886524200439,-78.1001586914062,-10.8758459091187,-51.045955657959,89.7484359741211,-91.3733139038086,-13.2390966415405,-75.4789581298828,200.369079589844,-169.931533813477,152.84553527832,-34.332935333252
69.7307586669922,-139.210372924805,205.674697875977,147.116134643555,27.4564895629883,-218.013046264648,74.6201782226562,-15.9019498825073,132.861175537109,-108.951560974121,117.27286529541,-102.395774841309,139.779754638672,-30.6210060119629,164.312042236328,-85.0812835693359,119.258598327637,-33.5820465087891,386.760620117188,-54.4461212158203,34.4659843444824,-36.9140548706055,44.0531883239746,-74.0385589599609,49.4423065185547,-41.7034797668457,50.6442718505859,-65.990104675293,127.398246765137,-6.50292730331421,75.8883666992188,-37.7023391723633,264.094482421875,-81.7908401489258,205.494049072266,-13.0501651763916
165.70979309082,-87.2773666381836,212.968185424805,130.968780517578,61.8341407775879,-129.376342773438,145.332885742188,-54.7885437011719,170.000198364258,-48.390064239502,283.292907714844,-64.8523559570312,186.522521972656,-0.154263198375702,231.76220703125,-11.0775661468506,170.711364746094,-47.0979042053223,337.766693115234,-63.0672073364258,49.3959579467773,-29.9446048736572,101.273094177246,-29.0178413391113,103.427223205566,-20.6587562561035,142.808120727539,-30.1234893798828,120.614059448242,22.2845897674561,115.276100158691,-2.80429649353027,236.627914428711,-44.9532470703125,213.586898803711,43.2069511413574
126.785942077637,-21.8814601898193,59.5694198608398,-32.9396438598633,51.1643867492676,-39.6136741638184,94.0886917114258,-107.396369934082,131.329055786133,6.19602680206299,346.056304931641,-49.1755409240723,145.676132202148,38.6417236328125,209.058654785156,-3.95082306861877,130.882278442383,-45.3149108886719,203.379287719727,-119.206047058105,-8.485764503479,-38.5511589050293,81.2400360107422,5.24941253662109,174.257720947266,-65.899284362793,105.612380981445,20.8230476379395,70.9771041870117,-64.0778427124023,109.158966064453,-10.8037424087524,146.595458984375,-72.8598937988281,177.583694458008,47.2346458435059
-6.7891788482666,-9.11660957336426,22.6970844268799,-145.092422485352,24.2810878753662,-34.2221870422363,38.8428726196289,-103.953193664551,52.7871322631836,-32.7429809570312,307.630889892578,-35.9661178588867,58.0502166748047,9.72349643707275,153.729293823242,-34.212474822998,24.1775569915771,-81.8929214477539,112.186386108398,-153.486022949219,-22.3554592132568,-41.6645812988281,18.8447647094727,-38.943359375,191.957305908203,-113.478530883789,27.8771324157715,1.30544126033783,44.8863067626953,-113.402633666992,88.1368865966797,-53.9866523742676,43.623046875,-132.760650634766,94.2886810302734,-25.5552387237549
-100.052864074707,-29.7367515563965,152.769546508789,-162.41162109375,8.07451820373535,-100.753913879395,65.469841003418,-114.941055297852,-23.4276943206787,-112.02367401123,243.131561279297,16.1274528503418,-20.3834228515625,-100.687355041504,118.158462524414,-25.2877025604248,-10.3915176391602,-197.398101806641,110.964668273926,-106.93424987793,28.9047031402588,-52.4144706726074,-43.616039276123,-117.995735168457,132.985107421875,-91.3882675170898,23.5764923095703,-91.72216796875,50.1235580444336,-14.1535911560059,63.2217903137207,-118.302368164062,-42.3464164733887,-157.161209106445,4.84608507156372,-80.4387664794922
-89.1295776367188,-84.7807540893555,166.5224609375,-42.3291130065918,-37.2731971740723,-138.095352172852,83.4564514160156,-130.091613769531,-94.2796325683594,-153.124801635742,164.762268066406,117.289413452148,-81.8309860229492,-188.758911132812,74.8275985717773,56.8512840270996,-8.03218173980713,-267.022399902344,90.0215301513672,27.5268650054932,25.2280178070068,-42.6769905090332,-88.4806518554688,-157.162353515625,59.8253211975098,-16.4186859130859,-13.0046644210815,-149.032012939453,67.89453125,100.504707336426,13.1664381027222,-176.601257324219,-81.2394332885742,-114.687156677246,-43.4293937683105,-109.99275970459
-20.8599796295166,-102.624931335449,95.2113723754883,45.2762336730957,-107.74649810791,-91.2675170898438,66.0010299682617,-86.1162643432617,-156.485763549805,-171.856155395508,62.1494064331055,164.416702270508,-115.639579772949,-205.155075073242,12.4880876541138,116.510902404785,-15.111442565918,-234.933959960938,45.7255592346191,82.578857421875,-47.1316452026367,-10.2997140884399,-107.723693847656,-155.850219726562,2.49162650108337,7.84324741363525,-74.7081680297852,-151.61474609375,62.3502426147461,88.2401885986328,-54.7146682739258,-185.055786132812,-102.310943603516,-95.7956237792969,-60.6500854492188,-155.570831298828
36.8873558044434,-57.1722640991211,34.9177627563477,-73.8089828491211,-138.698928833008,-38.167407989502,40.946949005127,-72.8326721191406,-177.343887329102,-173.023956298828,-27.1761341094971,52.8986625671387,-104.735656738281,-193.283584594727,-51.0254211425781,35.7275009155273,8.61394214630127,-208.455032348633,5.73927116394043,-20.4246063232422,-102.839775085449,3.5687038898468,-112.380226135254,-104.985412597656,-36.663272857666,-64.1352233886719,-54.5090866088867,-127.209503173828,-7.678635597229,3.78000688552856,-89.3025970458984,-153.579452514648,-165.402008056641,-151.425094604492,-56.5634498596191,-169.522521972656
