Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2
-19.6183338165283,-114.837341308594,-161.709045410156,-109.369293212891,-20.3439140319824,-38.5564422607422,-15.9363012313843,260.181732177734,33.8369522094727,223.517669677734,-89.5425796508789,215.821517944336,8.3042163848877,164.208633422852,17.0554542541504,218.832260131836,3.0533459186554,56.4935340881348,41.3004150390625,31.3766422271729,-184.177963256836,41.4741058349609,-68.1806335449219,-42.0464210510254,2.28315448760986,241.356140136719,-61.0113906860352,40.3216247558594,-121.669151306152,115.45938873291,-93.7068176269531,-6.40511798858643,-22.3670024871826,65.0282592773438
53.1055603027344,-97.3920516967773,-91.492919921875,12.2409715652466,5.34439849853516,-32.5201988220215,-26.7685413360596,232.049377441406,56.7523880004883,161.080718994141,-93.4452514648438,294.375823974609,-43.5783767700195,96.4312057495117,2.82427620887756,281.814453125,-69.4514083862305,8.72716045379639,17.0077972412109,40.5886497497559,-121.181373596191,38.7990379333496,28.8951110839844,37.4393463134766,3.35193729400635,213.895416259766,-58.3574371337891,141.908355712891,-80.2836685180664,155.710662841797,39.0100860595703,-68.5064010620117,-18.4269638061523,64.3201065063477
78.9216461181641,-39.6065864562988,102.438659667969,190.282333374023,-6.26826333999634,8.6862907409668,-47.418701171875,252.080490112305,-21.5913696289062,69.119743347168,-76.2491912841797,300.285369873047,-148.036026000977,84.0907821655273,-42.5652313232422,304.860137939453,-205.239273071289,-32.8340492248535,-21.9219455718994,32.0150909423828,-93.7466659545898,34.9654655456543,128.761001586914,173.431213378906,-33.8376693725586,227.03515625,9.69748115539551,195.037872314453,-91.0096435546875,160.797180175781,25.9485397338867,1.01367211341858,-83.1441040039062,59.9731369018555
48.9972991943359,-24.2329845428467,114.780326843262,182.828369140625,9.75491619110107,8.10086727142334,-31.3693656921387,304.962188720703,-26.9134082794189,-11.9303722381592,-79.7970275878906,213.408447265625,-90.6352233886719,106.837265014648,-54.3358535766602,257.265472412109,-235.60954284668,-50.4299736022949,-45.7062835693359,3.93337488174438,-100.133560180664,25.7924118041992,70.7994689941406,162.479934692383,-25.1555252075195,242.544067382812,-14.1658868789673,168.945434570312,2.0417902469635,40.8229675292969,-39.4837532043457,-22.4616165161133,-91.0495452880859,44.7760887145996
1.93086278438568,-44.965446472168,-19.0031967163086,43.8209800720215,-14.3005981445312,40.9489974975586,51.9460906982422,330.374969482422,16.1538848876953,-14.024847984314,-91.5826110839844,142.546478271484,50.8628540039062,85.1249618530273,-17.0731105804443,189.423858642578,-87.9017181396484,-34.187370300293,-38.41552734375,-7.52750778198242,-59.753833770752,27.9502449035645,-13.667368888855,56.7002220153809,38.4037628173828,198.594528198242,-98.2914810180664,175.956527709961,10.1001987457275,-66.3768539428711,-43.2436714172363,-106.586685180664,-42.280948638916,112.681434631348
-62.0449562072754,39.6024856567383,-34.3464164733887,16.2891941070557,-64.4269027709961,177.945739746094,134.410263061523,393.266937255859,-1.41998076438904,75.3571701049805,-37.3758735656738,132.410736083984,93.4759292602539,69.2750091552734,27.6738510131836,157.57991027832,38.4049758911133,61.041561126709,-21.7003173828125,46.0789451599121,-38.2146034240723,81.8677291870117,-3.54088425636292,65.4492797851562,81.0789337158203,156.037185668945,-39.8132171630859,180.906158447266,-127.707206726074,-64.432243347168,-38.8351745605469,0.443944483995438,-2.50636267662048,253.228500366211
-104.502723693848,170.337112426758,17.5067977905273,189.141967773438,-48.5627174377441,282.154907226562,135.022979736328,462.061126708984,-2.47900748252869,100.832000732422,34.459300994873,177.297698974609,66.5024032592773,56.6329193115234,47.3029670715332,158.974548339844,31.4306621551514,106.150321960449,-28.6805801391602,130.66194152832,-71.0807800292969,84.208381652832,22.9933891296387,184.604675292969,68.9631881713867,153.838851928711,61.8521995544434,200.43408203125,-193.798553466797,-20.6660690307617,-93.4386825561523,147.013748168945,41.0532531738281,277.880584716797
-152.389144897461,224.204406738281,16.809627532959,350.425811767578,-48.7787857055664,290.917449951172,87.871826171875,423.736633300781,18.3325576782227,14.3032512664795,75.925537109375,227.452102661133,10.7376022338867,1.31045079231262,38.2292137145996,133.606018066406,-24.036994934082,6.76492404937744,-34.4951400756836,115.235931396484,-110.56566619873,0.702501118183136,48.6641731262207,263.068328857422,58.1876754760742,161.779556274414,77.9844131469727,256.397888183594,-92.9680786132812,9.97957801818848,-152.740753173828,148.40168762207,55.8221473693848,197.600219726562
-188.381683349609,255.983993530273,4.34540128707886,329.235961914062,-69.6590194702148,261.99267578125,113.018501281738,368.583160400391,61.4125823974609,-78.7006301879883,123.85912322998,202.925262451172,14.2793083190918,-36.1296882629395,62.8453788757324,35.9165382385254,-31.0563278198242,-72.2583160400391,-8.55561447143555,-7.61334800720215,-98.3110961914062,-24.5531234741211,74.045524597168,278.843048095703,117.972343444824,154.551788330078,76.6245498657227,242.227905273438,65.2654418945312,60.0452728271484,-76.3309173583984,114.227920532227,42.5195693969727,169.104064941406
-150.897537231445,298.982116699219,-55.458625793457,279.983154296875,-44.0738830566406,237.891708374023,216.028839111328,390.699768066406,169.698150634766,-138.710403442383,165.424255371094,131.376770019531,124.626678466797,-20.6928062438965,140.826797485352,-50.4202499389648,27.9058246612549,-88.0636749267578,18.4664325714111,-107.658531188965,-17.7619800567627,20.5002517700195,21.1327857971191,267.269073486328,214.362167358398,128.433883666992,44.559871673584,205.621520996094,126.315971374512,82.4747009277344,43.0255508422852,64.9939041137695,54.6237525939941,166.668640136719
