Fp1_Col1,Fp1_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
91.8019332885742,128.035675048828,70.82958984375,364.000915527344,-62.1357116699219,98.8987274169922,-80.0973205566406,202.67301940918,-98.740837097168,92.8119888305664,-118.03759765625,63.3009643554688,-153.534545898438,190.897277832031,-148.610000610352,-13.1020984649658,-132.149688720703,84.4456329345703,40.5739822387695,-107.862365722656,18.8567543029785,129.123931884766,-75.037971496582,22.116325378418,30.4921627044678,23.9676933288574,-18.6020526885986,-40.8331413269043,81.7555847167969,275.886322021484,-219.991806030273,220.578979492188,-3.7339174747467,192.293914794922
96.9269027709961,101.496391296387,115.008750915527,322.211212158203,-73.8178024291992,53.0652122497559,-109.032638549805,217.167846679688,-108.958351135254,75.2378692626953,-156.370666503906,114.409034729004,-170.176727294922,227.116622924805,-167.923416137695,69.6404876708984,-142.202743530273,168.324966430664,22.2699928283691,-127.147277832031,25.7996692657471,132.274780273438,-119.86531829834,12.394660949707,-9.62596321105957,77.9099655151367,-85.2542724609375,-23.1499938964844,123.000228881836,202.1943359375,-200.071624755859,219.804153442383,-27.7894897460938,232.381958007812
116.015617370605,63.7734565734863,180.577941894531,245.442794799805,-51.9245910644531,33.3097038269043,-90.3583679199219,194.984725952148,-111.080520629883,40.3096542358398,-161.858551025391,121.04044342041,-180.749282836914,172.902709960938,-119.292526245117,35.6238441467285,-213.886779785156,63.6749038696289,10.3029918670654,-14.9870853424072,9.09182262420654,124.802398681641,-130.827972412109,-43.7183685302734,-20.8728542327881,58.1469688415527,-138.503753662109,-45.6051254272461,156.719573974609,172.577438354492,-104.953636169434,151.476699829102,-103.142990112305,233.594192504883
133.78874206543,74.9008331298828,233.942916870117,232.341857910156,-17.2324848175049,55.662223815918,-21.6487236022949,114.43563079834,-123.79768371582,-1.86542534828186,-97.6584091186523,94.5385208129883,-179.336166381836,69.3364410400391,-97.5450210571289,-22.4165859222412,-162.231338500977,-86.7299575805664,12.3050270080566,147.930068969727,18.2943992614746,102.391098022461,-139.316940307617,-59.5230293273926,-5.24028015136719,12.5976295471191,-119.899887084961,-87.2169418334961,198.345092773438,239.661544799805,-1.54780030250549,83.5561065673828,-58.111156463623,222.071838378906
137.632858276367,130.533126831055,277.381011962891,277.350128173828,-5.47518587112427,99.4502868652344,48.909481048584,61.0981521606445,-146.505493164062,-7.85276126861572,-4.45728874206543,74.7021865844727,-134.899963378906,28.4797439575195,-70.4162521362305,31.8984527587891,-63.0966339111328,-97.860481262207,23.1010875701904,181.802993774414,22.3257789611816,96.5222015380859,-118.365051269531,-14.9108610153198,-30.522424697876,12.405571937561,-73.4602813720703,-105.610557556152,218.294296264648,324.645324707031,48.031852722168,79.0663757324219,-4.77555322647095,192.714309692383
137.150451660156,160.535781860352,268.15380859375,296.430358886719,-19.1533470153809,134.250274658203,108.307159423828,92.3532791137695,-106.743705749512,22.8520622253418,31.0833473205566,94.2532730102539,-71.2376708984375,43.8657722473145,-22.6532573699951,96.9524612426758,-35.940258026123,-63.4956932067871,3.0473837852478,112.688217163086,25.0420894622803,118.657165527344,-63.2524719238281,27.4607620239258,-68.3993377685547,40.2740325927734,-52.8572235107422,-78.713508605957,190.670455932617,344.225952148438,65.9512252807617,122.571441650391,-36.6571311950684,174.43635559082
160.428024291992,143.048187255859,220.855560302734,295.260162353516,-45.0506248474121,132.186386108398,154.133865356445,153.692962646484,-24.9016036987305,78.0083236694336,31.84596824646,158.59928894043,-27.4574337005615,50.262638092041,5.70470809936523,110.486129760742,-49.2169189453125,-77.7486190795898,-49.5474510192871,56.8771591186523,59.6256217956543,124.352226257324,-18.9472408294678,48.2684669494629,-20.3001651763916,67.3068618774414,-50.3781356811523,-55.5138702392578,182.945297241211,314.514556884766,81.6433792114258,188.232574462891,-30.0112953186035,181.567352294922
186.703598022461,124.00358581543,248.104187011719,263.811218261719,-44.7573661804199,99.8817520141602,154.368072509766,219.927520751953,29.9986343383789,112.374557495117,53.8874473571777,230.605133056641,14.7027187347412,59.0314559936523,29.8741664886475,99.8008346557617,-51.7791976928711,-90.7248382568359,-98.1006240844727,23.8666591644287,62.6091079711914,127.996406555176,26.0210971832275,34.2841262817383,56.1964263916016,100.649894714355,-59.3053970336914,-45.356861114502,238.304702758789,258.000762939453,110.305198669434,227.672714233398,40.448299407959,137.592300415039
169.028198242188,114.012855529785,328.15771484375,180.731704711914,20.2104377746582,65.4796524047852,147.093475341797,275.838806152344,72.7516098022461,79.5221939086914,55.0098152160645,277.406829833984,72.8474044799805,83.5436553955078,16.8444290161133,63.9717025756836,-52.7646942138672,-72.8701248168945,-102.664527893066,2.87645745277405,49.1469383239746,142.639190673828,46.4999084472656,12.6542139053345,38.9989433288574,122.25984954834,-80.5693054199219,-6.94381475448608,300.468566894531,205.62353515625,148.305633544922,189.943466186523,87.105598449707,53.6596336364746
138.35090637207,93.1239471435547,363.979187011719,118.095474243164,96.1377105712891,62.2372436523438,174.320190429688,276.090576171875,99.6543197631836,60.5342826843262,34.7574844360352,267.335174560547,130.634292602539,93.2858276367188,-41.5765342712402,55.6246376037598,-27.5275993347168,-27.4229469299316,-82.5249099731445,-3.36339497566223,89.5185852050781,145.982040405273,24.3071823120117,30.8979167938232,-9.48188972473145,87.2730331420898,-76.8372192382812,2.89688682556152,315.670074462891,207.1123046875,184.325607299805,127.807395935059,127.010711669922,33.3144340515137
128.035675048828,83.5408935546875,364.000915527344,112.887184143066,98.8987274169922,104.110000610352,202.67301940918,238.817779541016,92.8119888305664,104.422882080078,63.3009643554688,196.055694580078,190.897277832031,95.9608993530273,-13.1020984649658,68.8133850097656,84.4456329345703,18.6817855834961,-107.862365722656,-31.5255546569824,129.123931884766,150.345306396484,22.116325378418,57.2529678344727,23.9676933288574,34.89794921875,-40.8331413269043,-32.7577362060547,275.886322021484,216.691192626953,220.578979492188,118.295433044434,192.293914794922,61.0902824401855
101.496391296387,79.6515884399414,322.211212158203,125.791076660156,53.0652122497559,134.845367431641,217.167846679688,203.326171875,75.2378692626953,114.779319763184,114.409034729004,135.389663696289,227.116622924805,120.722610473633,69.6404876708984,38.654224395752,168.324966430664,32.7620124816895,-127.147277832031,-88.1493072509766,132.274780273438,142.361022949219,12.394660949707,58.3801765441895,77.9099655151367,44.4122047424316,-23.1499938964844,-21.2405223846436,202.1943359375,167.225250244141,219.804153442383,129.788055419922,232.381958007812,92.1285629272461
63.7734565734863,44.0548248291016,245.442794799805,134.742721557617,33.3097038269043,104.697204589844,194.984725952148,167.863693237305,40.3096542358398,76.4049301147461,121.04044342041,108.477233886719,172.902709960938,140.991546630859,35.6238441467285,17.2567462921143,63.6749038696289,28.8104877471924,-14.9870853424072,-126.761444091797,124.802398681641,105.741027832031,-43.7183685302734,30.9473457336426,58.1469688415527,43.8286094665527,-45.6051254272461,-2.6003782749176,172.577438354492,111.451599121094,151.476699829102,126.8896484375,233.594192504883,146.680938720703
74.9008331298828,12.8294057846069,232.341857910156,124.01895904541,55.662223815918,66.5534896850586,114.43563079834,146.60758972168,-1.86542534828186,51.3057594299316,94.5385208129883,71.2634582519531,69.3364410400391,123.502014160156,-22.4165859222412,6.68253231048584,-86.7299575805664,-1.96268665790558,147.930068969727,-138.245834350586,102.391098022461,69.2901000976562,-59.5230293273926,-18.8062934875488,12.5976295471191,-36.1356315612793,-87.2169418334961,-39.4296913146973,239.661544799805,114.661354064941,83.5561065673828,154.857116699219,222.071838378906,204.236770629883
130.533126831055,22.7873935699463,277.350128173828,112.320068359375,99.4502868652344,67.5790023803711,61.0981521606445,156.719085693359,-7.85276126861572,17.7066879272461,74.7021865844727,72.9008865356445,28.4797439575195,97.4967575073242,31.8984527587891,-30.897289276123,-97.860481262207,-51.5157508850098,181.802993774414,-154.646011352539,96.5222015380859,42.1708984375,-14.9108610153198,-43.3778038024902,12.405571937561,-46.3383712768555,-105.610557556152,-37.6166954040527,324.645324707031,156.816986083984,79.0663757324219,210.69352722168,192.714309692383,262.901428222656
160.535781860352,40.9028511047363,296.430358886719,147.693374633789,134.250274658203,73.3574600219727,92.3532791137695,168.876937866211,22.8520622253418,-28.8962841033936,94.2532730102539,135.231018066406,43.8657722473145,100.903755187988,96.9524612426758,4.12448596954346,-63.4956932067871,-23.5530853271484,112.688217163086,-173.361068725586,118.657165527344,46.3426132202148,27.4607620239258,-46.5046768188477,40.2740325927734,54.5688056945801,-78.713508605957,16.9772605895996,344.225952148438,189.437149047852,122.571441650391,221.775283813477,174.43635559082,326.535552978516
143.048187255859,53.9949913024902,295.260162353516,207.618835449219,132.186386108398,61.8115768432617,153.692962646484,135.440216064453,78.0083236694336,-39.7890319824219,158.59928894043,124.556678771973,50.262638092041,122.133346557617,110.486129760742,74.9321060180664,-77.7486190795898,82.6194915771484,56.8771591186523,-161.889343261719,124.352226257324,75.2851409912109,48.2684669494629,-55.4636001586914,67.3068618774414,72.7479400634766,-55.5138702392578,45.2520370483398,314.514556884766,171.836578369141,188.232574462891,172.642913818359,181.567352294922,295.058898925781
124.00358581543,67.31640625,263.811218261719,243.925247192383,99.8817520141602,45.993595123291,219.927520751953,50.9303321838379,112.374557495117,-23.0042057037354,230.605133056641,13.5810594558716,59.0314559936523,114.425987243652,99.8008346557617,51.3499145507812,-90.7248382568359,134.141387939453,23.8666591644287,-124.606590270996,127.996406555176,50.0716819763184,34.2841262817383,-33.2157669067383,100.649894714355,6.75319051742554,-45.356861114502,42.7801895141602,258.000762939453,94.648567199707,227.672714233398,95.4966735839844,137.592300415039,145.995239257812
114.012855529785,54.5662574768066,180.731704711914,229.604400634766,65.4796524047852,28.5278816223145,275.838806152344,-29.3875885009766,79.5221939086914,-23.7381801605225,277.406829833984,-54.3687896728516,83.5436553955078,43.3166542053223,63.9717025756836,48.7088508605957,-72.8701248168945,85.6249313354492,2.87645745277405,-100.632659912109,142.639190673828,0.276232779026031,12.6542139053345,-23.4474582672119,122.25984954834,10.5880317687988,-6.94381475448608,2.12051606178284,205.62353515625,-3.10236406326294,189.943466186523,20.7232131958008,53.6596336364746,4.26144742965698
93.1239471435547,-15.4310903549194,118.095474243164,132.011322021484,62.2372436523438,3.46003127098083,276.090576171875,-63.0177574157715,60.5342826843262,-51.4780082702637,267.335174560547,-54.0673866271973,93.2858276367188,-32.3167953491211,55.6246376037598,116.819496154785,-27.4229469299316,13.3271818161011,-3.36339497566223,-116.329483032227,145.982040405273,0.588534593582153,30.8979167938232,-72.9527587890625,87.2730331420898,53.4458961486816,2.89688682556152,-42.2930564880371,207.1123046875,-76.9034957885742,127.807395935059,-1.74385929107666,33.3144340515137,-61.1288261413574
83.5408935546875,-138.056137084961,112.887184143066,11.8571462631226,104.110000610352,-23.329662322998,238.817779541016,-59.3461875915527,104.422882080078,-63.6834983825684,196.055694580078,-67.4619140625,95.9608993530273,-17.9373950958252,68.8133850097656,108.162033081055,18.6817855834961,-3.51313757896423,-31.5255546569824,-173.271331787109,150.345306396484,-7.5326714515686,57.2529678344727,-84.5547485351562,34.89794921875,62.0169258117676,-32.7577362060547,-6.5420298576355,216.691192626953,-113.507194519043,118.295433044434,27.5100250244141,61.0902824401855,-60.229190826416
79.6515884399414,-221.419128417969,125.791076660156,-19.4367332458496,134.845367431641,-11.1384582519531,203.326171875,-30.6352481842041,114.779319763184,-36.915599822998,135.389663696289,-75.4100341796875,120.722610473633,27.1319370269775,38.654224395752,52.2380294799805,32.7620124816895,33.8703346252441,-88.1493072509766,-231.751312255859,142.361022949219,-37.8039321899414,58.3801765441895,-49.4950408935547,44.4122047424316,39.5507507324219,-21.2405223846436,40.8870735168457,167.225250244141,-110.727203369141,129.788055419922,23.9314002990723,92.1285629272461,-39.7899971008301
