Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,T7_Col1,T7_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
-72.6163024902344,-62.0202331542969,-94.1928176879883,-24.2942428588867,30.0973930358887,-76.6831893920898,-111.886299133301,13.4125785827637,18.0801410675049,-38.4209175109863,30.3146648406982,-37.9539642333984,-1.26963663101196,-47.995288848877,17.6665420532227,-43.5070343017578,-36.3653831481934,-55.392333984375,-14.1410760879517,-8.90768432617188,-50.6911163330078,-151.071014404297,-0.447825908660889,-73.669303894043,55.762264251709,-42.8831024169922,36.9700660705566,-47.7708625793457,21.9790134429932,-31.67405128479,75.373420715332,-17.0281410217285,8.09898090362549,-21.3611125946045
-95.5364456176758,-104.440208435059,6.65525960922241,4.51662445068359,-7.13668918609619,-148.097320556641,45.2761268615723,-0.471818298101425,16.5772190093994,-63.8059043884277,84.1998596191406,-25.7735538482666,-5.4980788230896,-71.193733215332,50.6209259033203,-30.9609832763672,-77.0120162963867,-101.537780761719,-37.8460998535156,-34.1818580627441,-73.5727081298828,-148.740493774414,-0.162479057908058,-77.4752349853516,8.73952293395996,-10.4762277603149,-12.4786586761475,-33.6925849914551,92.8522186279297,-67.988525390625,118.535758972168,4.27628660202026,8.9613561630249,-35.7628440856934
-47.8617286682129,-143.584350585938,36.4375267028809,11.0385675430298,-22.5656547546387,-142.604263305664,145.196029663086,12.7829961776733,42.0109596252441,-37.5790786743164,113.610038757324,0.742243111133575,-2.20083427429199,-47.372615814209,69.9909133911133,3.6047248840332,-66.1317291259766,-72.113410949707,-25.3408832550049,-31.6950244903564,-7.6298770904541,-84.0049514770508,-8.78365612030029,-80.1625061035156,-50.0029830932617,3.89971685409546,-29.2452297210693,57.5254211425781,138.238037109375,-85.7170791625977,171.997955322266,38.8469657897949,35.4711456298828,-23.6743679046631
26.6759395599365,-114.188705444336,-5.75597715377808,-52.4261741638184,37.372688293457,-94.8673934936523,120.550239562988,-15.0025053024292,92.6720657348633,0.920063376426697,124.863594055176,24.5303611755371,11.4683818817139,-21.7751426696777,84.3661041259766,11.6543321609497,1.15810811519623,2.01786255836487,33.7981719970703,3.60317754745483,44.9562492370605,-58.8614692687988,-15.1776695251465,-59.3710327148438,-64.1620254516602,-38.0616416931152,29.8577251434326,28.8482398986816,157.340438842773,-62.1141166687012,207.721603393555,72.1018676757812,60.7564010620117,15.2546510696411
79.2784805297852,-68.0708312988281,11.8024826049805,-116.637062072754,130.018508911133,-64.936149597168,57.9925117492676,-54.201343536377,160.312194824219,29.0754528045654,134.766067504883,53.8590545654297,44.9669151306152,5.72443056106567,97.0932846069336,19.8314361572266,-5.8472466468811,29.1051387786865,65.05078125,65.796516418457,47.9741630554199,-102.214179992676,0.610891819000244,-65.8128128051758,-58.422779083252,-59.1484718322754,13.6628179550171,-28.3440265655518,157.885238647461,-19.8567390441895,208.121963500977,92.3946380615234,72.7750396728516,41.4365043640137
68.9297103881836,-24.1328144073486,48.0314445495605,-31.1569118499756,152.971923828125,-26.8173046112061,38.6627159118652,-21.493860244751,171.425048828125,81.2973403930664,110.48755645752,116.704284667969,37.3013191223145,72.1552581787109,64.498649597168,79.1551971435547,-90.5055618286133,23.7922210693359,30.7390403747559,97.5796508789062,30.5333003997803,-85.8688125610352,6.20356941223145,-42.822566986084,-51.0181121826172,-7.50778961181641,-22.9058284759521,21.7511806488037,135.211380004883,45.9109077453613,154.98844909668,137.153396606445,39.8157157897949,80.2988967895508
46.8416328430176,36.3981628417969,40.9573593139648,117.864532470703,131.720550537109,30.7750587463379,41.3339385986328,72.9418640136719,124.891258239746,152.564407348633,42.8097915649414,193.645324707031,-8.29812812805176,142.757934570312,9.03541660308838,139.948989868164,-100.726898193359,80.0614242553711,-3.40278625488281,81.9761962890625,-5.02658224105835,12.4955263137817,-6.94797372817993,41.4424095153809,-35.2612113952637,67.388916015625,13.7986927032471,83.7043075561523,154.794052124023,102.908416748047,75.2573699951172,203.898635864258,12.3813962936401,104.778205871582
57.7135353088379,29.3059844970703,40.5325813293457,142.545059204102,130.559310913086,39.7506141662598,42.2467918395996,148.068161010742,110.702629089355,186.40007019043,8.44383430480957,183.060317993164,1.39068055152893,139.099700927734,-0.509196043014526,127.102478027344,0.647889912128448,105.962730407715,10.8368825912476,73.4322128295898,-41.4292793273926,48.2907028198242,-40.6232147216797,92.2005233764648,-6.62843894958496,101.671127319336,49.5078773498535,85.1335830688477,184.984268188477,91.6621017456055,39.7102661132812,191.47998046875,31.9292449951172,44.5907897949219
29.7532367706299,-41.0032386779785,24.9311199188232,97.4628524780273,106.500633239746,-15.2901163101196,55.3064155578613,132.152908325195,103.373466491699,184.800476074219,13.3514184951782,102.938903808594,41.4052848815918,89.2657241821289,11.1101303100586,76.7508850097656,74.7602920532227,17.1029777526855,36.9533767700195,47.0483894348145,-64.8159484863281,-8.09476089477539,-95.4800033569336,99.8129119873047,5.78997182846069,89.9957733154297,69.4679641723633,40.2458038330078,117.739654541016,51.7100982666016,29.0270175933838,135.872863769531,29.2506656646729,-10.5212879180908
-31.2683448791504,-29.8047027587891,-18.1496334075928,54.3381271362305,26.0863609313965,-32.4455490112305,51.7752914428711,49.0830612182617,37.7970504760742,178.13117980957,-10.5196590423584,85.6898727416992,16.7676200866699,75.3724822998047,-12.5903072357178,62.107967376709,33.1634788513184,-29.6370964050293,27.8590965270996,-13.4221343994141,-102.092308044434,-35.3372917175293,-105.082260131836,105.216781616211,-24.0815353393555,66.9709320068359,41.6678237915039,-1.7080602645874,17.3625659942627,72.9021301269531,-2.53436064720154,171.773086547852,-2.6181218624115,25.6018238067627
