Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
-30.0910892486572,-167.426208496094,84.6730194091797,-145.920547485352,-47.7966766357422,-261.894989013672,67.887580871582,-156.120956420898,3.17614436149597,-173.378784179688,114.014785766602,-74.2977447509766,-99.8296356201172,32.416862487793,2.66202402114868,31.0905246734619,-54.1723098754883,56.0332832336426,37.5420379638672,33.4021301269531,-21.4385547637939,12.5585451126099,64.0535888671875,-31.6103782653809,-132.874618530273,118.104804992676,5.37307119369507,-227.341339111328,160.952194213867,-135.772613525391,-58.8833656311035,-82.3393096923828
43.402473449707,-202.166458129883,185.58317565918,-186.319686889648,5.06236934661865,-215.929901123047,111.778778076172,-185.162963867188,47.7126197814941,-217.515197753906,136.794311523438,-109.20947265625,-60.9578018188477,-72.4726409912109,-11.1818857192993,-29.7281112670898,-83.0533599853516,-63.441764831543,20.304666519165,27.6299133300781,25.2361888885498,-32.8546409606934,66.2312545776367,-53.8958930969238,-194.372787475586,44.5894584655762,53.8281631469727,-192.964233398438,194.995880126953,-169.31999206543,-83.4310531616211,-115.158424377441
127.647514343262,-127.797943115234,184.691848754883,-130.58610534668,109.090545654297,-130.122940063477,178.531997680664,-147.229766845703,108.985404968262,-160.446868896484,192.781631469727,-149.433609008789,-67.3837509155273,-16.4856033325195,-11.3528776168823,-71.2847442626953,-148.589157104492,7.70528984069824,15.9001741409302,44.5924034118652,27.7124061584473,-27.1738529205322,93.6899795532227,-49.4427337646484,-121.592247009277,4.67930316925049,110.171211242676,-68.6846389770508,166.624069213867,-149.788818359375,-39.3588447570801,-58.9722900390625
87.7497406005859,5.28402900695801,83.444694519043,-107.039939880371,106.176170349121,-43.3884429931641,183.812942504883,-103.427772521973,118.172836303711,-34.7392692565918,217.92610168457,-114.560066223145,-19.269510269165,131.095550537109,21.2516975402832,-38.9712409973145,-75.3282012939453,129.164916992188,17.7458972930908,58.2707252502441,26.5566310882568,9.30457782745361,127.347427368164,-55.6071319580078,-12.7804555892944,10.1167907714844,116.037315368652,21.0194511413574,173.836120605469,-67.4252243041992,72.0816955566406,29.2803535461426
10.0003137588501,85.2497329711914,24.3150959014893,-90.4718856811523,37.2302360534668,29.0118865966797,120.171226501465,-106.245819091797,134.160522460938,48.3324394226074,230.213928222656,-48.9979705810547,93.5903701782227,112.215057373047,63.3783874511719,-13.3214511871338,24.5869636535645,97.3452911376953,55.08740234375,23.4699020385742,66.4429473876953,22.4650573730469,136.366653442383,-87.2447814941406,-5.06972599029541,-13.874813079834,68.6780242919922,28.6706771850586,206.708740234375,-10.6444129943848,163.661560058594,35.712459564209
-6.01767635345459,95.5477828979492,8.00869941711426,-53.6332740783691,24.5626907348633,62.5631294250488,77.4641799926758,-85.9047088623047,177.722885131836,73.9002914428711,226.577896118164,-55.3993606567383,118.318130493164,10.1870203018188,114.320381164551,-41.4874992370605,62.6021270751953,-32.3376655578613,109.927841186523,-14.3163032531738,80.1979904174805,5.04091167449951,114.965827941895,-105.090705871582,1.21672558784485,-37.1146354675293,14.9518136978149,16.0744590759277,170.376281738281,-43.0917472839355,161.39045715332,25.7758693695068
-10.7182178497314,125.217506408691,-56.0976600646973,-34.1891746520996,47.7759170532227,46.9747161865234,38.340747833252,-52.5541191101074,166.983871459961,83.3847732543945,105.779243469238,-94.4796829223633,96.3018951416016,17.2289257049561,140.720611572266,-68.9159927368164,104.857551574707,-81.9989166259766,132.021957397461,-31.5478286743164,76.0783004760742,-18.6909523010254,55.6140480041504,-85.2404174804688,78.3078918457031,-15.7097282409668,-19.2754802703857,26.4545879364014,47.8054695129395,-85.6705551147461,123.925445556641,68.2821884155273
-18.5773868560791,157.791641235352,-94.4053649902344,-32.9678764343262,0.274052053689957,19.3757553100586,-63.414119720459,-60.4891815185547,70.2657012939453,58.1140022277832,-75.401008605957,-84.5117034912109,102.444511413574,89.0985870361328,89.685676574707,-68.4220962524414,133.867477416992,30.5218544006348,122.930160522461,-82.1869506835938,85.4705200195312,-3.81968474388123,-10.1763210296631,-59.2814178466797,81.9234237670898,33.074764251709,-66.1327056884766,60.5517082214355,-83.1718139648438,-59.8209495544434,98.2609329223633,102.737075805664
-22.5154399871826,101.34423828125,-32.1974449157715,-67.8867416381836,-123.874534606934,-11.6759243011475,-142.902084350586,-55.3545722961426,-36.3797607421875,-0.683442652225494,-142.535034179688,-41.0390357971191,100.213653564453,121.751808166504,25.9610996246338,-44.981616973877,157.23518371582,133.294876098633,92.6591262817383,-112.810646057129,79.7147750854492,19.5444889068604,-22.2080020904541,-45.3571853637695,42.160472869873,47.2580261230469,-124.650047302246,68.5172882080078,-134.117660522461,-20.6991920471191,46.5688896179199,113.347412109375
-76.3310470581055,28.4672946929932,-30.1873950958252,-86.983512878418,-231.721206665039,-36.8587341308594,-142.034378051758,-11.916953086853,-106.20964050293,-20.156229019165,-101.149856567383,-7.64889764785767,95.5290222167969,90.0529937744141,29.0314064025879,-6.86518144607544,167.668075561523,66.6303863525391,55.2569732666016,-58.4967041015625,55.915843963623,-14.5673990249634,-10.3914337158203,-18.2985286712646,93.1782608032227,1.04007399082184,-180.459106445312,22.6657905578613,-122.88500213623,-17.4519271850586,-21.642406463623,95.7843933105469
-167.426208496094,55.9025230407715,-145.920547485352,-27.8091049194336,-261.894989013672,-15.1175556182861,-156.120956420898,0.915283203125,-173.378784179688,-3.0405707359314,-74.2977447509766,-24.4223823547363,32.416862487793,33.052375793457,31.0905246734619,-12.1133117675781,56.0332832336426,-8.09270477294922,33.4021301269531,-11.6319675445557,12.5585451126099,-39.8261222839355,-31.6103782653809,0.546474993228912,118.104804992676,-23.9965114593506,-227.341339111328,-21.64892578125,-135.772613525391,-40.9634780883789,-82.3393096923828,27.312572479248
-202.166458129883,89.7046279907227,-186.319686889648,-17.2162322998047,-215.929901123047,8.94629287719727,-185.162963867188,-37.6821060180664,-217.515197753906,-26.3969764709473,-109.20947265625,-89.7542114257812,-72.4726409912109,-14.9970703125,-29.7281112670898,-62.8579864501953,-63.441764831543,4.5409255027771,27.6299133300781,-30.0491027832031,-32.8546409606934,-4.40498781204224,-53.8958930969238,-33.820442199707,44.5894584655762,13.2284698486328,-192.964233398438,-32.0463256835938,-169.31999206543,-84.0809173583984,-115.158424377441,-31.3420162200928
-127.797943115234,25.663646697998,-130.58610534668,-88.4264678955078,-130.122940063477,-9.25544261932373,-147.229766845703,-71.6787261962891,-160.446868896484,-49.6822357177734,-149.433609008789,-123.298728942871,-16.4856033325195,-54.0784683227539,-71.2847442626953,-73.9972763061523,7.70528984069824,-13.6187925338745,44.5924034118652,-48.8356437683105,-27.1738529205322,21.6640911102295,-49.4427337646484,-79.6472702026367,4.67930316925049,46.8027458190918,-68.6846389770508,-25.0624294281006,-149.788818359375,-99.5873260498047,-58.9722900390625,-49.2132453918457
5.28402900695801,-45.3681030273438,-107.039939880371,-83.2971878051758,-43.3884429931641,-23.2622756958008,-103.427772521973,-44.0897445678711,-34.7392692565918,-3.45957398414612,-114.560066223145,-79.6866302490234,131.095550537109,-36.4526176452637,-38.9712409973145,-42.1800270080566,129.164916992188,-15.0115880966187,58.2707252502441,-35.6861915588379,9.30457782745361,24.9095973968506,-55.6071319580078,-62.9030075073242,10.1167907714844,61.1064033508301,21.0194511413574,-22.4720878601074,-67.4252243041992,-50.136848449707,29.2803535461426,-51.9501647949219
85.2497329711914,-74.9692840576172,-90.4718856811523,-32.5792922973633,29.0118865966797,-59.9266395568848,-106.245819091797,11.1504249572754,48.3324394226074,18.1446113586426,-48.9979705810547,-2.30453681945801,112.215057373047,27.867805480957,-13.3214511871338,-7.92127132415771,97.3452911376953,39.9932174682617,23.4699020385742,-24.4421443939209,22.4650573730469,27.5296821594238,-87.2447814941406,6.32992649078369,-13.874813079834,71.5321350097656,28.6706771850586,-54.349910736084,-10.6444129943848,11.2095403671265,35.712459564209,-16.5710048675537
95.5477828979492,-111.397163391113,-53.6332740783691,-49.1825332641602,62.5631294250488,-136.758056640625,-85.9047088623047,-21.3367805480957,73.9002914428711,-37.2137298583984,-55.3993606567383,41.2208595275879,10.1870203018188,25.8410034179688,-41.4874992370605,22.8249073028564,-32.3376655578613,13.6272621154785,-14.3163032531738,-47.1080589294434,5.04091167449951,24.2794799804688,-105.090705871582,40.7891387939453,-37.1146354675293,49.9484252929688,16.0744590759277,-93.8436965942383,-43.0917472839355,33.8327255249023,25.7758693695068,26.8414783477783
125.217506408691,-99.8034820556641,-34.1891746520996,-66.6905670166016,46.9747161865234,-128.158630371094,-52.5541191101074,-118.517707824707,83.3847732543945,-32.9235610961914,-94.4796829223633,31.6173763275146,17.2289257049561,-16.0836181640625,-68.9159927368164,13.3761215209961,-81.9989166259766,-51.7926177978516,-31.5478286743164,-66.6972351074219,-18.6909523010254,42.954029083252,-85.2404174804688,5.78704643249512,-15.7097282409668,12.3775444030762,26.4545879364014,-92.8908309936523,-85.6705551147461,57.4809455871582,68.2821884155273,10.050087928772
157.791641235352,-24.4770908355713,-32.9678764343262,-35.2222747802734,19.3757553100586,-12.6042881011963,-60.4891815185547,-98.6919708251953,58.1140022277832,69.3596420288086,-84.5117034912109,51.0301513671875,89.0985870361328,-9.99000835418701,-68.4220962524414,-0.566879749298096,30.5218544006348,-30.5276069641113,-82.1869506835938,-12.379584312439,-3.81968474388123,55.3770942687988,-59.2814178466797,-7.29541492462158,33.074764251709,-16.9177989959717,60.5517082214355,-72.0506820678711,-59.8209495544434,143.348937988281,102.737075805664,-23.3177871704102
101.34423828125,8.22969722747803,-67.8867416381836,2.43853902816772,-11.6759243011475,86.876335144043,-55.3545722961426,56.8713836669922,-0.683442652225494,135.516860961914,-41.0390357971191,148.083541870117,121.751808166504,-11.9768238067627,-44.981616973877,62.9111061096191,133.294876098633,-2.08495163917542,-112.810646057129,75.3629302978516,19.5444889068604,19.124361038208,-45.3571853637695,42.7382202148438,47.2580261230469,-63.504695892334,68.5172882080078,-16.4245719909668,-20.6991920471191,236.584732055664,113.347412109375,-11.1332969665527
28.4672946929932,13.0768909454346,-86.983512878418,23.2740955352783,-36.8587341308594,128.832336425781,-11.916953086853,156.695663452148,-20.156229019165,132.535217285156,-7.64889764785767,217.376449584961,90.0529937744141,-34.3337593078613,-6.86518144607544,115.628868103027,66.6303863525391,-42.1014442443848,-58.4967041015625,88.2682266235352,-14.5673990249634,3.13066148757935,-18.2985286712646,56.991024017334,1.04007399082184,-96.7567443847656,22.6657905578613,88.9981307983398,-17.4519271850586,221.863220214844,95.7843933105469,20.6325588226318
55.9025230407715,53.1435394287109,-27.8091049194336,39.5545425415039,-15.1175556182861,115.931838989258,0.915283203125,112.544334411621,-3.0405707359314,111.526649475098,-24.4223823547363,185.255661010742,33.052375793457,-20.3934631347656,-12.1133117675781,74.3706970214844,-8.09270477294922,-94.4424667358398,-11.6319675445557,22.0448913574219,-39.8261222839355,13.9911041259766,0.546474993228912,20.6380214691162,-23.9965114593506,-69.2534408569336,-21.64892578125,106.760238647461,-40.9634780883789,132.345138549805,27.312572479248,13.2304067611694
89.7046279907227,52.0256195068359,-17.2162322998047,83.812385559082,8.94629287719727,18.5384635925293,-37.6821060180664,31.3582248687744,-26.3969764709473,33.1228179931641,-89.7542114257812,110.39395904541,-14.9970703125,-14.7232837677002,-62.8579864501953,37.7811965942383,4.5409255027771,-88.8333358764648,-30.0491027832031,-23.3999691009521,-4.40498781204224,-28.3920593261719,-33.820442199707,24.6173439025879,13.2284698486328,-25.142951965332,-32.0463256835938,-45.6242752075195,-84.0809173583984,70.9689788818359,-31.3420162200928,-41.7939529418945
