Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
5.46990013122559,21.3149337768555,-158.1064453125,192.165878295898,-54.4658584594727,-23.3483085632324,-128.447692871094,33.6918563842773,-3.09259581565857,26.4312114715576,93.7022552490234,63.3278923034668,41.0563926696777,19.6802940368652,-18.7323951721191,112.513130187988,57.8033409118652,-16.6614608764648,-115.193771362305,33.2437362670898,-8.03445529937744,2.45902109146118,-32.1742630004883,72.0557479858398,35.4154586791992,-9.817307472229,3.92241144180298,98.3814392089844,43.1569519042969,42.8369979858398
39.4110450744629,85.0449829101562,-52.3670310974121,219.863555908203,14.8559370040894,87.8671188354492,-100.197250366211,130.714172363281,29.7943572998047,67.849365234375,202.649703979492,117.671905517578,78.2939224243164,102.242721557617,99.6281280517578,82.6487197875977,65.1388549804688,65.8610534667969,-69.1105194091797,77.1431350708008,-15.2724504470825,44.053955078125,45.0956916809082,97.9731369018555,22.7576847076416,33.0996894836426,41.707447052002,189.436920166016,91.0790557861328,55.869312286377
-10.0409784317017,125.879783630371,-24.13987159729,150.092376708984,41.9278297424316,175.71501159668,-92.3441543579102,168.879867553711,6.86949777603149,83.1365585327148,167.785308837891,112.013038635254,94.4667739868164,186.593490600586,119.322555541992,26.0030918121338,58.2163925170898,166.560638427734,-60.3311080932617,57.7342681884766,-41.8512649536133,125.843162536621,59.4781723022461,42.7258949279785,-49.7233200073242,125.266639709473,-53.9227561950684,216.35676574707,54.4215774536133,55.6738243103027
2.20455002784729,93.9081497192383,-79.4295654296875,99.2946319580078,-15.233097076416,128.562698364258,-150.642639160156,124.399299621582,-26.953670501709,73.5683059692383,81.1987762451172,25.1599235534668,102.961303710938,218.311798095703,70.5343246459961,5.54460906982422,60.8182945251465,209.557388305664,-52.2850608825684,-44.8592071533203,-58.5171928405762,202.647277832031,1.05012083053589,-29.4765758514404,-80.5864028930664,147.447006225586,-106.002548217773,139.781707763672,10.5019359588623,38.1086235046387
55.7395248413086,6.80180644989014,-64.7955017089844,22.5226192474365,-65.0249404907227,39.038501739502,-141.402435302734,63.7132148742676,-69.2061614990234,53.2212371826172,111.838409423828,-53.2702751159668,75.1547088623047,196.660202026367,80.0335540771484,-28.6265544891357,64.2819290161133,174.07405090332,19.960147857666,-117.35090637207,-55.3336563110352,202.050369262695,-4.04631567001343,-66.6049880981445,-49.9524879455566,57.3290481567383,-44.1467628479004,-3.45884132385254,-29.2550106048584,14.7061672210693
79.3497619628906,-21.4495620727539,25.4796237945557,-67.3479843139648,-54.7449188232422,9.02991199493408,-63.0723571777344,29.9822101593018,-113.485076904297,21.7532024383545,138.300567626953,-58.0951652526855,34.9910659790039,123.899696350098,65.3401336669922,-59.9702949523926,55.803897857666,88.7106094360352,89.4641494750977,-87.4531555175781,-31.1438808441162,113.119041442871,11.3150758743286,-15.3983907699585,-50.5152206420898,-11.7769184112549,11.9833221435547,-48.5429916381836,-64.6470336914062,-4.86327934265137
137.53254699707,19.0796775817871,57.9057006835938,-43.5010604858398,-23.3206729888916,-13.5630054473877,-23.6827983856201,17.355993270874,-119.803230285645,-4.98624181747437,46.9000701904297,-20.7231960296631,12.6065654754639,32.8473625183105,-56.6194343566895,31.8788032531738,29.232006072998,-1.49988055229187,93.2394332885742,15.5397911071777,-30.5305576324463,40.2277412414551,-29.2116470336914,78.0419540405273,-111.952018737793,-2.46229529380798,-4.76367998123169,94.545036315918,-45.8667945861816,-38.5046844482422
174.1103515625,19.3394546508789,-23.3105869293213,51.8925819396973,-26.2977428436279,-37.1229057312012,-15.7292203903198,-9.55867958068848,-100.053924560547,-25.4269046783447,-42.5203895568848,-3.93775272369385,-21.5657215118408,-32.712574005127,-129.647537231445,116.02734375,-16.7101860046387,-60.6687240600586,74.7959823608398,82.0179901123047,-58.4919586181641,16.9405918121338,-91.0137786865234,103.548202514648,-133.167617797852,-21.7282676696777,-45.111743927002,200.348724365234,-20.6483631134033,-60.7519569396973
91.2586517333984,-21.3128871917725,-86.8302536010742,46.2350273132324,-53.7497673034668,-52.5406150817871,-14.886251449585,-62.1255836486816,-70.8431549072266,-78.503059387207,-38.5458068847656,-42.9451141357422,-44.3471031188965,-83.8226928710938,-52.9374694824219,20.0262260437012,-48.7350845336914,-81.2521362304688,58.7648849487305,36.942569732666,-52.2598190307617,-54.6012840270996,-108.165916442871,50.4513053894043,-72.128288269043,-74.9516372680664,-49.1520843505859,80.2894821166992,-22.9976081848145,-61.1036415100098
4.77332639694214,-14.6338987350464,21.1890830993652,-36.5164909362793,-63.7779273986816,-91.1974716186523,-18.0509433746338,-90.0384750366211,-25.3194961547852,-127.548011779785,8.7781229019165,-96.1476440429688,-26.6110706329346,-88.5292053222656,61.7864837646484,-80.4233856201172,-48.634880065918,-48.0782127380371,29.6442317962646,-9.63528442382812,-19.0725708007812,-135.445648193359,-35.0140495300293,-29.9827251434326,-18.6009521484375,-51.1215972900391,3.29269647598267,-45.4586486816406,3.60880708694458,-59.463493347168
