Fp1_Col1,Fp1_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,T7_Col1,T7_Col2,P7_Col1,P7_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
-227.061248779297,99.1084213256836,-297.137023925781,57.0984230041504,201.477737426758,53.9689331054688,-150.15251159668,80.2441101074219,166.758514404297,111.67244720459,-166.550109863281,78.7512741088867,257.884704589844,148.727798461914,-158.729476928711,136.684707641602,144.031463623047,130.549957275391,-73.2637710571289,72.2366714477539,-120.802543640137,71.5544509887695,-87.247314453125,85.2221450805664,-108.684387207031,115.947135925293,110.955017089844,48.7181358337402,-59.9512977600098,55.7251434326172
-321.631652832031,131.492721557617,-335.274566650391,113.837547302246,205.02912902832,85.7432174682617,-144.780914306641,68.7365493774414,210.172805786133,97.8556747436523,-174.677307128906,40.6930198669434,290.0166015625,121.887886047363,-152.049499511719,129.11491394043,190.892288208008,122.987693786621,-169.889312744141,89.3422698974609,-109.900199890137,83.1676559448242,-99.4939498901367,56.807243347168,-112.402732849121,127.414207458496,114.58073425293,56.7278633117676,-55.9365348815918,-0.753193318843842
-312.424102783203,141.515655517578,-346.302001953125,146.508666992188,158.19206237793,41.8203392028809,-165.274200439453,35.1593437194824,207.493515014648,58.6184005737305,-148.846420288086,48.2130889892578,250.496353149414,74.2834930419922,-155.118850708008,127.49340057373,151.248931884766,98.6670455932617,-160.680526733398,82.2786560058594,-86.8022232055664,94.1974334716797,-54.1227531433105,80.4411849975586,-100.052688598633,89.0896224975586,65.9485549926758,32.6554756164551,-46.2552719116211,15.8221979141235
-248.02751159668,125.608322143555,-303.113220214844,130.668548583984,54.8854522705078,-4.38253688812256,-196.151107788086,51.396671295166,124.894989013672,25.7242164611816,-107.642181396484,94.290641784668,158.377975463867,85.8672027587891,-132.762817382812,131.475219726562,73.6340942382812,99.80517578125,-132.687118530273,57.359447479248,-74.519660949707,79.0570526123047,-1.16534376144409,108.394546508789,-114.944702148438,68.0948028564453,-21.5598983764648,10.6947917938232,-65.2806015014648,13.6375818252563
-241.526351928711,109.072868347168,-268.792358398438,112.230209350586,23.2039794921875,2.23330473899841,-177.241790771484,72.0657958984375,61.2973861694336,45.3135604858398,-105.775520324707,88.6537475585938,109.299507141113,93.599853515625,-109.277778625488,120.461120605469,77.8788604736328,128.465103149414,-151.977783203125,43.1904640197754,-62.3286323547363,78.7385177612305,-13.3388423919678,106.61247253418,-115.432334899902,96.8894424438477,-50.4865036010742,35.668327331543,-90.9560546875,-0.148145437240601
-200.693954467773,107.060195922852,-234.554061889648,142.96321105957,40.720874786377,21.0586395263672,-117.798698425293,83.7812805175781,75.7110061645508,66.5339736938477,-112.146438598633,83.7248153686523,114.939842224121,50.4713134765625,-59.5749588012695,116.688682556152,152.609237670898,113.480674743652,-124.034454345703,30.345796585083,-18.1044654846191,81.4303741455078,-7.95898151397705,105.521301269531,-77.3826293945312,112.038520812988,-17.6061267852783,48.8822631835938,-52.7622146606445,24.9516716003418
-92.0482864379883,71.6821212768555,-154.119216918945,137.355255126953,50.8853607177734,-15.8403282165527,-50.3846435546875,94.9413604736328,87.4007034301758,34.8375015258789,-69.31884765625,102.940055847168,134.756576538086,8.28212261199951,-0.669691979885101,104.429512023926,189.987884521484,60.2219429016113,-47.9819869995117,-13.8316564559937,10.7839317321777,51.260799407959,21.8096008300781,78.920036315918,-64.9367904663086,81.2605819702148,20.0400581359863,27.2686176300049,-37.3423652648926,33.8478927612305
-55.0857849121094,58.8280792236328,-107.433113098145,113.380599975586,42.2746810913086,-61.4132537841797,-19.1321029663086,109.174583435059,67.838981628418,9.14101505279541,-34.1003646850586,113.212936401367,126.839500427246,-4.28077697753906,-5.38875579833984,96.3794937133789,158.818939208984,37.0239295959473,-32.341381072998,-16.5437068939209,-5.05114841461182,49.9519958496094,-9.29858589172363,49.0465698242188,-90.9383163452148,86.5962829589844,40.365608215332,52.0565452575684,-83.7565078735352,49.2829513549805
-58.569507598877,130.605712890625,-101.232406616211,164.674728393555,-0.372316956520081,-40.6996650695801,-27.2835884094238,149.005813598633,75.2046737670898,13.4434146881104,-18.1856327056885,149.10041809082,93.1888046264648,-8.10502433776855,-3.79656481742859,138.326293945312,122.889457702637,7.03931474685669,-37.136474609375,65.674690246582,10.6997680664062,103.127014160156,-12.2582988739014,83.9532165527344,-67.3267211914062,135.728927612305,44.2064552307129,91.0713500976562,-31.5109100341797,119.644706726074
14.9889087677002,172.979690551758,-34.7067985534668,204.49626159668,-8.38621520996094,-23.8904113769531,13.1456651687622,179.642013549805,102.95475769043,-10.6199188232422,43.674617767334,189.708572387695,106.938186645508,-18.2296543121338,77.1844253540039,183.472061157227,120.637001037598,-54.3495597839355,16.2201251983643,114.617233276367,56.6960906982422,146.378768920898,64.1530990600586,149.401184082031,30.7513866424561,128.6611328125,40.7583045959473,49.7353668212891,76.7813720703125,175.169967651367
99.1084213256836,124.063735961914,57.0984230041504,165.276260375977,53.9689331054688,-77.2712936401367,80.2441101074219,182.236419677734,111.67244720459,-42.6213493347168,78.7512741088867,187.293273925781,148.727798461914,-27.6956901550293,136.684707641602,175.465667724609,130.549957275391,-51.0481071472168,72.2366714477539,62.2024345397949,71.5544509887695,148.607513427734,85.2221450805664,164.46549987793,115.947135925293,53.3659553527832,48.7181358337402,-4.88707733154297,55.7251434326172,167.143341064453
131.492721557617,75.6180801391602,113.837547302246,116.073661804199,85.7432174682617,-135.734558105469,68.7365493774414,191.113830566406,97.8556747436523,-38.6833534240723,40.6930198669434,175.179107666016,121.887886047363,-32.6239967346191,129.11491394043,149.293090820312,122.987693786621,17.2271747589111,89.3422698974609,0.0900225564837456,83.1676559448242,127.063873291016,56.807243347168,118.94953918457,127.414207458496,-10.7449007034302,56.7278633117676,-10.407696723938,-0.753193318843842,137.661117553711
141.515655517578,56.2704696655273,146.508666992188,85.2184753417969,41.8203392028809,-157.951141357422,35.1593437194824,169.640045166016,58.6184005737305,-57.952938079834,48.2130889892578,165.991104125977,74.2834930419922,-53.5379524230957,127.49340057373,143.192031860352,98.6670455932617,18.0801734924316,82.2786560058594,-16.5389556884766,94.1974334716797,99.9676055908203,80.4411849975586,67.3820571899414,89.0896224975586,-30.1116523742676,32.6554756164551,-42.7906074523926,15.8221979141235,129.421508789062
125.608322143555,22.3830413818359,130.668548583984,57.8357391357422,-4.38253688812256,-182.061920166016,51.396671295166,96.3332366943359,25.7242164611816,-136.123840332031,94.290641784668,146.047485351562,85.8672027587891,-117.111122131348,131.475219726562,140.349700927734,99.80517578125,-77.3405990600586,57.359447479248,-47.060230255127,79.0570526123047,53.4869422912598,108.394546508789,34.8611679077148,68.0948028564453,-71.1577911376953,10.6947917938232,-128.502746582031,13.6375818252563,109.267837524414
109.072868347168,-36.978687286377,112.230209350586,-2.64693379402161,2.23330473899841,-227.747680664062,72.0657958984375,18.8329639434814,45.3135604858398,-215.223937988281,88.6537475585938,93.141845703125,93.599853515625,-219.142181396484,120.461120605469,85.5422058105469,128.465103149414,-174.860687255859,43.1904640197754,-112.850326538086,78.7385177612305,-24.3628578186035,106.61247253418,-9.4590311050415,96.8894424438477,-184.097183227539,35.668327331543,-221.303268432617,-0.148145437240601,16.0914821624756
107.060195922852,-99.4857864379883,142.96321105957,-90.6483612060547,21.0586395263672,-264.011749267578,83.7812805175781,-52.4262542724609,66.5339736938477,-253.743988037109,83.7248153686523,-14.4532985687256,50.4713134765625,-290.788299560547,116.688682556152,-16.6532897949219,113.480674743652,-216.879318237305,30.345796585083,-147.030380249023,81.4303741455078,-66.1701278686523,105.521301269531,-40.115909576416,112.038520812988,-248.688674926758,48.8822631835938,-282.786437988281,24.9516716003418,-60.5602378845215
71.6821212768555,-108.68830871582,137.355255126953,-92.038330078125,-15.8403282165527,-256.823608398438,94.9413604736328,-77.3205108642578,34.8375015258789,-243.549407958984,102.940055847168,-62.100227355957,8.28212261199951,-263.236907958984,104.429512023926,-40.6996154785156,60.2219429016113,-206.040664672852,-13.8316564559937,-121.027870178223,51.260799407959,-26.3371963500977,78.920036315918,-9.93829917907715,81.2605819702148,-182.467178344727,27.2686176300049,-266.203430175781,33.8478927612305,11.397515296936
58.8280792236328,-52.8373413085938,113.380599975586,-17.8875465393066,-61.4132537841797,-223.218490600586,109.174583435059,-31.0597324371338,9.14101505279541,-189.066467285156,113.212936401367,31.0955753326416,-4.28077697753906,-183.630004882812,96.3794937133789,45.8620910644531,37.0239295959473,-151.002975463867,-16.5437068939209,-85.044075012207,49.9519958496094,9.97754573822021,49.0465698242188,23.557445526123,86.5962829589844,-148.654968261719,52.0565452575684,-201.624206542969,49.2829513549805,115.548713684082
130.605712890625,-26.2415103912354,164.674728393555,-14.2653770446777,-40.6996650695801,-195.039367675781,149.005813598633,-28.3499298095703,13.4434146881104,-134.771514892578,149.10041809082,95.1172866821289,-8.10502433776855,-130.669372558594,138.326293945312,98.3874816894531,7.03931474685669,-88.1318359375,65.674690246582,-93.0985107421875,103.127014160156,-28.3814640045166,83.9532165527344,1.4861752986908,135.728927612305,-219.481628417969,91.0713500976562,-182.641036987305,119.644706726074,84.916145324707
172.979690551758,-77.9453506469727,204.49626159668,-60.4980049133301,-23.8904113769531,-164.712005615234,179.642013549805,-99.7243041992188,-10.6199188232422,-116.537933349609,189.708572387695,31.2421569824219,-18.2296543121338,-106.168609619141,183.472061157227,69.9109954833984,-54.3495597839355,-76.1539459228516,114.617233276367,-149.826110839844,146.378768920898,-87.5943145751953,149.401184082031,-46.9208679199219,128.6611328125,-220.289367675781,49.7353668212891,-203.026443481445,175.169967651367,1.75906431674957
124.063735961914,-111.220703125,165.276260375977,-45.7866859436035,-77.2712936401367,-114.909133911133,182.236419677734,-117.373077392578,-42.6213493347168,-116.610298156738,187.293273925781,-24.0657405853271,-27.6956901550293,-118.710601806641,175.465667724609,50.1175498962402,-51.0481071472168,-98.7898559570312,62.2024345397949,-181.797897338867,148.607513427734,-95.246940612793,164.46549987793,-65.0181427001953,53.3659553527832,-97.8884124755859,-4.88707733154297,-210.101989746094,167.143341064453,-19.3044338226318
75.6180801391602,-45.9836578369141,116.073661804199,26.7184772491455,-135.734558105469,-48.7923583984375,191.113830566406,-72.6152267456055,-38.6833534240723,-109.164794921875,175.179107666016,-12.5076551437378,-32.6239967346191,-157.692504882812,149.293090820312,58.8106231689453,17.2271747589111,-95.0033187866211,0.0900225564837456,-130.374465942383,127.063873291016,-65.4726104736328,118.94953918457,-21.0355243682861,-10.7449007034302,1.48196756839752,-10.407696723938,-204.72802734375,137.661117553711,-33.0108909606934
56.2704696655273,32.4165153503418,85.2184753417969,79.85205078125,-157.951141357422,-2.15685105323792,169.640045166016,-65.9218597412109,-57.952938079834,-90.8764495849609,165.991104125977,-15.1972627639771,-53.5379524230957,-139.634857177734,143.192031860352,47.0806846618652,18.0801734924316,-77.6609954833984,-16.5389556884766,-71.457405090332,99.9676055908203,-59.366283416748,67.3820571899414,12.1261339187622,-30.1116523742676,-7.81412792205811,-42.7906074523926,-183.46696472168,129.421508789062,-101.956420898438
22.3830413818359,16.2129878997803,57.8357391357422,53.404411315918,-182.061920166016,5.06943607330322,96.3332366943359,-100.879348754883,-136.123840332031,-75.2408676147461,146.047485351562,-73.1631927490234,-117.111122131348,-81.0166702270508,140.349700927734,-26.9352149963379,-77.3405990600586,-87.5385284423828,-47.060230255127,-71.7688064575195,53.4869422912598,-85.9807434082031,34.8611679077148,-49.8252830505371,-71.1577911376953,-64.4951248168945,-128.502746582031,-146.570129394531,109.267837524414,-192.580154418945
-36.978687286377,-28.8458595275879,-2.64693379402161,14.9451751708984,-227.747680664062,17.971321105957,18.8329639434814,-126.055183410645,-215.223937988281,-79.6631698608398,93.141845703125,-151.175674438477,-219.142181396484,-93.6127777099609,85.5422058105469,-145.415191650391,-174.860687255859,-145.858337402344,-112.850326538086,-69.5395736694336,-24.3628578186035,-114.194854736328,-9.4590311050415,-125.691108703613,-184.097183227539,-67.5398788452148,-221.303268432617,-123.569641113281,16.0914821624756,-253.946914672852
-99.4857864379883,4.12592840194702,-90.6483612060547,60.9469528198242,-264.011749267578,28.3660373687744,-52.4262542724609,-128.75114440918,-253.743988037109,-94.3335647583008,-14.4532985687256,-183.637939453125,-290.788299560547,-156.988494873047,-16.6532897949219,-208.294158935547,-216.879318237305,-246.857330322266,-147.030380249023,-28.4357318878174,-66.1701278686523,-127.711494445801,-40.115909576416,-138.740737915039,-248.688674926758,-21.0326862335205,-282.786437988281,-116.66300201416,-60.5602378845215,-264.576873779297
-108.68830871582,71.368537902832,-92.038330078125,121.28352355957,-256.823608398438,-2.74169945716858,-77.3205108642578,-91.6299514770508,-243.549407958984,-86.3916625976562,-62.100227355957,-147.02311706543,-263.236907958984,-161.012603759766,-40.6996154785156,-183.083236694336,-206.040664672852,-278.847076416016,-121.027870178223,23.6413345336914,-26.3371963500977,-99.8717575073242,-9.93829917907715,-125.500091552734,-182.467178344727,17.9073505401611,-266.203430175781,-96.9746627807617,11.397515296936,-210.524795532227
-52.8373413085938,102.380668640137,-17.8875465393066,138.093063354492,-223.218490600586,6.5413031578064,-31.0597324371338,-3.07160496711731,-189.066467285156,-64.1217346191406,31.0955753326416,-74.7005081176758,-183.630004882812,-111.268798828125,45.8620910644531,-142.903671264648,-151.002975463867,-185.265991210938,-85.044075012207,77.8138961791992,9.97754573822021,-29.2104682922363,23.557445526123,-78.1098175048828,-148.654968261719,58.357666015625,-201.624206542969,-61.5662536621094,115.548713684082,-116.468536376953
-26.2415103912354,111.890251159668,-14.2653770446777,158.243103027344,-195.039367675781,49.6002922058105,-28.3499298095703,56.7119750976562,-134.771514892578,-88.1042022705078,95.1172866821289,-16.3567810058594,-130.669372558594,-111.851608276367,98.3874816894531,-114.039848327637,-88.1318359375,-126.352378845215,-93.0985107421875,99.349494934082,-28.3814640045166,15.2676315307617,1.4861752986908,-24.4989738464355,-219.481628417969,69.996955871582,-182.641036987305,-68.3525924682617,84.916145324707,-78.3822555541992
-77.9453506469727,98.2035522460938,-60.4980049133301,144.439575195312,-164.712005615234,-14.7938899993896,-99.7243041992188,16.4393787384033,-116.537933349609,-167.199111938477,31.2421569824219,-28.0967979431152,-106.168609619141,-186.316818237305,69.9109954833984,-92.0320816040039,-76.1539459228516,-182.806015014648,-149.826110839844,50.5490913391113,-87.5943145751953,-4.47909116744995,-46.9208679199219,-45.9208297729492,-220.289367675781,21.2405014038086,-203.026443481445,-151.416931152344,1.75906431674957,-134.082382202148
-111.220703125,32.5478172302246,-45.7866859436035,67.4850311279297,-114.909133911133,-101.896682739258,-117.373077392578,-45.5492477416992,-116.610298156738,-221.641265869141,-24.0657405853271,-85.1444702148438,-118.710601806641,-247.691772460938,50.1175498962402,-83.0688858032227,-98.7898559570312,-247.004821777344,-181.797897338867,-32.8644866943359,-95.246940612793,-38.9825019836426,-65.0181427001953,-63.3328628540039,-97.8884124755859,12.4142255783081,-210.101989746094,-221.251235961914,-19.3044338226318,-189.909027099609
-45.9836578369141,-51.5583305358887,26.7184772491455,0.0907861366868019,-48.7923583984375,-76.6449966430664,-72.6152267456055,-66.372184753418,-109.164794921875,-211.83024597168,-12.5076551437378,-89.6378021240234,-157.692504882812,-256.354705810547,58.8106231689453,-61.9265670776367,-95.0033187866211,-283.639312744141,-130.374465942383,-95.4867095947266,-65.4726104736328,-36.9087982177734,-21.0355243682861,2.214768409729,1.48196756839752,62.2910270690918,-204.72802734375,-206.02880859375,-33.0108909606934,-191.23030090332
32.4165153503418,-72.5436935424805,79.85205078125,-27.396520614624,-2.15685105323792,-64.3332977294922,-65.9218597412109,-94.3571548461914,-90.8764495849609,-182.642852783203,-15.1972627639771,-70.0763244628906,-139.634857177734,-236.811218261719,47.0806846618652,-45.4599723815918,-77.6609954833984,-290.718505859375,-71.457405090332,-98.2255859375,-59.366283416748,-16.6765594482422,12.1261339187622,38.6406745910645,-7.81412792205811,71.5470809936523,-183.46696472168,-170.737548828125,-101.956420898438,-180.604553222656
16.2129878997803,-5.21281433105469,53.404411315918,-9.80301380157471,5.06943607330322,-108.637191772461,-100.879348754883,-109.824165344238,-75.2408676147461,-166.264984130859,-73.1631927490234,-108.720008850098,-81.0166702270508,-196.651718139648,-26.9352149963379,-59.7073402404785,-87.5385284423828,-243.970413208008,-71.7688064575195,-36.5550842285156,-85.9807434082031,-24.3677082061768,-49.8252830505371,1.15272986888885,-64.4951248168945,79.4558486938477,-146.570129394531,-168.829559326172,-192.580154418945,-163.30403137207
-28.8458595275879,66.1719970703125,14.9451751708984,53.0565910339355,17.971321105957,-105.25952911377,-126.055183410645,-75.0127944946289,-79.6631698608398,-177.018539428711,-151.175674438477,-132.479187011719,-93.6127777099609,-185.663467407227,-145.415191650391,-52.8234062194824,-145.858337402344,-214.325805664062,-69.5395736694336,12.1996374130249,-114.194854736328,-39.8189506530762,-125.691108703613,-13.9372844696045,-67.5398788452148,143.076400756836,-123.569641113281,-189.267135620117,-253.946914672852,-123.952606201172
4.12592840194702,64.1157455444336,60.9469528198242,93.3392105102539,28.3660373687744,-93.080940246582,-128.75114440918,-55.9079971313477,-94.3335647583008,-215.609756469727,-183.637939453125,-90.4897384643555,-156.988494873047,-223.551391601562,-208.294158935547,-38.9455757141113,-246.857330322266,-215.61848449707,-28.4357318878174,-10.5492496490479,-127.711494445801,-38.9525375366211,-138.740737915039,-19.0089721679688,-21.0326862335205,176.429092407227,-116.66300201416,-218.735473632812,-264.576873779297,-96.2734298706055
71.368537902832,24.0360584259033,121.28352355957,82.1816864013672,-2.74169945716858,-83.0450592041016,-91.6299514770508,-65.4313278198242,-86.3916625976562,-212.512634277344,-147.02311706543,-82.5033645629883,-161.012603759766,-203.951751708984,-183.083236694336,-74.7392349243164,-278.847076416016,-168.918334960938,23.6413345336914,-43.502555847168,-99.8717575073242,-69.8081893920898,-125.500091552734,-81.2946472167969,17.9073505401611,144.239974975586,-96.9746627807617,-210.113647460938,-210.524795532227,-80.2440032958984
102.380668640137,5.93026113510132,138.093063354492,70.3116760253906,6.5413031578064,-9.27662467956543,-3.07160496711731,-48.9701271057129,-64.1217346191406,-136.906661987305,-74.7005081176758,-122.012145996094,-111.268798828125,-110.750007629395,-142.903671264648,-88.2622222900391,-185.265991210938,-110.11946105957,77.8138961791992,-30.2729663848877,-29.2104682922363,-100.655960083008,-78.1098175048828,-109.321281433105,58.357666015625,114.134811401367,-61.5662536621094,-146.652404785156,-116.468536376953,-36.3409576416016
111.890251159668,28.0706214904785,158.243103027344,84.4369201660156,49.6002922058105,34.3935661315918,56.7119750976562,-13.9692001342773,-88.1042022705078,-87.6325531005859,-16.3567810058594,-111.458229064941,-111.851608276367,-64.9171981811523,-114.039848327637,-40.1648406982422,-126.352378845215,-96.9335174560547,99.349494934082,1.5138988494873,15.2676315307617,-45.008861541748,-24.4989738464355,-22.2944316864014,69.996955871582,115.309761047363,-68.3525924682617,-96.6397399902344,-78.3822555541992,3.55881333351135
98.2035522460938,78.1056137084961,144.439575195312,106.090179443359,-14.7938899993896,-13.0029935836792,16.4393787384033,14.3080005645752,-167.199111938477,-103.780250549316,-28.0967979431152,-56.7251319885254,-186.316818237305,-80.9850845336914,-92.0320816040039,-7.07394361495972,-182.806015014648,-101.03295135498,50.5490913391113,28.4341087341309,-4.47909116744995,14.1718454360962,-45.9208297729492,42.5929145812988,21.2405014038086,119.594604492188,-151.416931152344,-80.4612274169922,-134.082382202148,-2.64351987838745
32.5478172302246,92.5205535888672,67.4850311279297,100.69994354248,-101.896682739258,-34.8440589904785,-45.5492477416992,5.17996692657471,-221.641265869141,-94.9450073242188,-85.1444702148438,-33.8183174133301,-247.691772460938,-81.4492263793945,-83.0688858032227,3.09181571006775,-247.004821777344,-110.953346252441,-32.8644866943359,33.3416938781738,-38.9825019836426,-23.0236053466797,-63.3328628540039,-14.6979818344116,12.4142255783081,106.326301574707,-221.251235961914,-60.3061790466309,-189.909027099609,-3.80087423324585
-51.5583305358887,47.374698638916,0.0907861366868019,73.7972946166992,-76.6449966430664,-11.3748750686646,-66.372184753418,-57.5662956237793,-211.83024597168,-59.8518562316895,-89.6378021240234,-52.9516677856445,-256.354705810547,-61.9230194091797,-61.9265670776367,-2.9703311920166,-283.639312744141,-125.703536987305,-95.4867095947266,-2.26404738426208,-36.9087982177734,-81.395133972168,2.214768409729,-85.1590805053711,62.2910270690918,90.8831024169922,-206.02880859375,-53.044303894043,-191.23030090332,6.34794855117798
-72.5436935424805,27.7461242675781,-27.396520614624,73.1493453979492,-64.3332977294922,-30.4074211120605,-94.3571548461914,-90.8082275390625,-182.642852783203,-91.1180801391602,-70.0763244628906,-85.8231964111328,-236.811218261719,-78.2534790039062,-45.4599723815918,-72.8600997924805,-290.718505859375,-149.105453491211,-98.2255859375,-28.7846050262451,-16.6765594482422,-101.954597473145,38.6406745910645,-111.132965087891,71.5470809936523,80.2069549560547,-170.737548828125,-71.9527435302734,-180.604553222656,-42.7324333190918
-5.21281433105469,68.9560317993164,-9.80301380157471,97.2695388793945,-108.637191772461,-65.3449859619141,-109.824165344238,-46.6093788146973,-166.264984130859,-150.00666809082,-108.720008850098,-105.02197265625,-196.651718139648,-130.609634399414,-59.7073402404785,-149.675552368164,-243.970413208008,-173.732940673828,-36.5550842285156,-6.82931327819824,-24.3677082061768,-105.765960693359,1.15272986888885,-125.372268676758,79.4558486938477,70.6132354736328,-168.829559326172,-53.6804847717285,-163.30403137207,-72.5290985107422
66.1719970703125,100.633346557617,53.0565910339355,120.150253295898,-105.25952911377,-45.3136863708496,-75.0127944946289,12.6733446121216,-177.018539428711,-122.551734924316,-132.479187011719,-78.770881652832,-185.663467407227,-130.185424804688,-52.8234062194824,-124.796897888184,-214.325805664062,-130.542434692383,12.1996374130249,22.1589508056641,-39.8189506530762,-75.9466705322266,-13.9372844696045,-91.0184631347656,143.076400756836,90.2711715698242,-189.267135620117,29.2881774902344,-123.952606201172,36.8016738891602
