F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
38.3277397155762,95.1035842895508,-18.4930114746094,97.3907165527344,36.1147766113281,6.1395058631897,51.1188888549805,107.41284942627,-35.9859008789062,-174.797988891602,12.9902114868164,-87.5738372802734,42.5477294921875,-85.5074157714844,-47.0079727172852,43.5494689941406,-22.4904193878174,104.721412658691,-36.7481880187988,60.8584938049316,-142.823516845703,-116.475311279297,-57.2096824645996,37.3081817626953,-56.9274635314941,-11.5223817825317,38.5716705322266,-13.6120147705078,16.5528182983398,48.7209854125977
9.75327682495117,103.987770080566,-21.06396484375,57.7070350646973,85.5903091430664,-17.6911201477051,9.87214088439941,-26.7384395599365,3.19191122055054,-173.435012817383,-10.093433380127,-174.248077392578,32.306095123291,-23.3790149688721,-41.4109077453613,4.78595161437988,-28.8159217834473,106.838493347168,-36.3447532653809,15.1806631088257,-76.9223480224609,-115.814094543457,-82.1757431030273,-64.4029312133789,-63.1244316101074,-140.925354003906,3.39615869522095,-12.4781742095947,-27.8975372314453,-60.0231819152832
9.67713260650635,41.8433494567871,-36.9958190917969,-15.3167362213135,55.6969223022461,-29.3083953857422,-106.590202331543,-124.389610290527,-29.5736751556396,-105.758728027344,-93.8240432739258,-198.800308227539,-50.8753318786621,31.1700801849365,-54.9274826049805,-29.7313003540039,-8.56007099151611,13.5252914428711,-69.3185653686523,-36.9719276428223,-44.318172454834,-100.331146240234,-120.682609558105,-143.941177368164,-92.6559524536133,-184.149871826172,-50.9847450256348,-45.3815155029297,-110.090118408203,-157.718200683594
-10.3526163101196,-56.0129890441895,-60.3768844604492,-78.6264266967773,-32.2026443481445,-77.7837982177734,-178.531478881836,-205.83464050293,-143.544586181641,-80.4542694091797,-160.944534301758,-175.333282470703,-133.757766723633,14.2234477996826,-68.0275726318359,-90.799446105957,-17.7096538543701,-72.3433074951172,-125.546318054199,-96.9932632446289,-1.17430579662323,-76.5957794189453,-161.665267944336,-194.899429321289,-104.423797607422,-136.342636108398,-87.2498092651367,-94.1279907226562,-142.929809570312,-231.859741210938
-29.8528804779053,-96.8079223632812,-64.6710586547852,-104.985992431641,-70.4229507446289,-112.774353027344,-174.740798950195,-260.896026611328,-207.222030639648,-62.2082443237305,-161.525665283203,-134.342819213867,-207.144393920898,8.10785484313965,-78.8714904785156,-108.980186462402,-17.5209484100342,-99.7565536499023,-103.340072631836,-83.7561111450195,24.6084041595459,-55.234001159668,-139.545059204102,-172.733901977539,-67.2153396606445,-55.4550018310547,-67.3761825561523,-76.7006454467773,-110.515846252441,-236.265777587891
9.6996955871582,-57.1682548522949,-50.2841644287109,-51.8556747436523,-44.6044387817383,-79.857666015625,-111.467933654785,-225.309158325195,-196.498764038086,-40.3942031860352,-108.592964172363,-90.4562454223633,-248.777236938477,14.4505071640015,-58.0403289794922,-36.1125030517578,37.8254585266113,-89.7643127441406,-4.70860958099365,11.7480087280273,-23.723913192749,-42.8043403625488,-20.0432262420654,-113.724060058594,-7.75924921035767,12.2319822311401,-12.7606496810913,-40.0482025146484,-63.0687484741211,-117.595016479492
55.943115234375,23.9379005432129,-48.8654327392578,66.0487976074219,-11.9895601272583,-25.2028408050537,-19.7063426971436,-146.296493530273,-162.351745605469,-72.3715057373047,-77.3600845336914,-66.0032119750977,-214.516540527344,-58.0049819946289,-58.3778495788574,30.2802963256836,54.9332542419434,-19.1886444091797,45.1781463623047,94.5861663818359,-73.6357574462891,-35.4067726135254,68.2714996337891,-177.438888549805,1.01922070980072,15.3717088699341,0.718620657920837,-0.217593804001808,-14.899941444397,-11.6599655151367
48.308650970459,118.343063354492,-50.4653053283691,159.124069213867,28.3707599639893,16.8799896240234,43.1631965637207,-66.462646484375,-95.9816665649414,-90.5623016357422,-87.3686447143555,-40.6265258789062,-121.44841003418,-140.445724487305,-91.3985748291016,73.9764709472656,7.00045251846313,88.486930847168,36.5142517089844,151.182052612305,-93.1305999755859,-12.9728546142578,56.2949028015137,-319.871307373047,-39.8755683898926,-5.53085041046143,2.52135062217712,90.2456283569336,25.7605972290039,-8.63115882873535
32.6511726379395,185.130798339844,-8.44344997406006,197.714828491211,71.6784896850586,44.1842651367188,106.241577148438,30.1729125976562,-35.2975006103516,-68.8064575195312,-64.0941162109375,-6.46533107757568,-56.5945892333984,-114.824905395508,-48.104606628418,149.087905883789,-12.4932432174683,164.268310546875,58.1323318481445,185.849182128906,-113.597915649414,-14.2136192321777,56.9641952514648,-361.671173095703,-19.3373241424561,9.76059055328369,31.221586227417,161.942687988281,60.271728515625,-11.8566589355469
55.249080657959,183.602844238281,64.6467056274414,190.015838623047,59.6455612182617,-5.89639520645142,164.038909912109,81.0295486450195,-78.994514465332,-104.244598388672,-33.2470054626465,-11.0692186355591,-71.3928451538086,-29.4092445373535,38.6437797546387,169.052001953125,34.5368957519531,169.055053710938,86.4898986816406,150.294235229492,-119.6591796875,-65.6000823974609,86.0137939453125,-337.935607910156,42.3302612304688,58.3829956054688,18.6552352905273,145.422698974609,88.8392639160156,-27.953670501709
