Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
-85.777473449707,177.51904296875,118.207862854004,21.6372890472412,12.3401050567627,204.816375732422,189.422912597656,88.8627853393555,-22.4422588348389,49.0552215576172,131.362075805664,-108.794044494629,-20.1184749603271,-51.1392478942871,-51.371883392334,-215.605285644531,-7.80720996856689,-55.9257888793945,-60.4923973083496,-189.515350341797,-112.103065490723,148.191009521484,150.049667358398,52.1656341552734,-104.471733093262,108.590782165527,-107.127159118652,47.2690010070801,-100.37141418457,-50.8533821105957,138.945999145508,140.078323364258,103.583282470703,-157.467056274414,43.0377044677734,-173.071014404297
-0.0962280482053757,72.9858169555664,116.234024047852,40.4978141784668,113.137619018555,47.4740600585938,176.772277832031,0.510252416133881,20.4095230102539,-123.916297912598,88.3564376831055,-166.383605957031,61.4473876953125,-230.393142700195,-35.5564575195312,-183.589859008789,72.3909378051758,-198.337310791016,-5.30201292037964,-150.562225341797,-57.8379058837891,58.2880210876465,71.728630065918,64.5280151367188,-67.2288284301758,-57.6824607849121,-40.8570861816406,-76.1023178100586,1.94992613792419,40.2115287780762,173.987838745117,-30.5616149902344,78.1259765625,-174.530792236328,81.5167922973633,-260.440734863281
14.0676527023315,-46.4256591796875,81.3018112182617,12.088583946228,74.511604309082,-93.2101516723633,129.37370300293,-17.8208827972412,11.9813652038574,-218.838623046875,48.5508308410645,-154.816375732422,87.7266616821289,-367.327117919922,23.8812389373779,-175.595153808594,85.1035461425781,-285.778198242188,12.9412088394165,-117.679779052734,-76.7185668945312,23.05837059021,30.3646030426025,96.0319442749023,-1.31790721416473,-159.067916870117,4.60099983215332,-115.582695007324,34.7673683166504,-59.3536911010742,101.825553894043,-158.194259643555,81.1014175415039,-181.387878417969,54.1767349243164,-291.632751464844
-39.6077919006348,-43.6259803771973,74.6488571166992,-14.3405609130859,-2.95008516311646,-163.707992553711,111.090927124023,-58.6924896240234,-60.7528457641602,-191.857452392578,60.7671279907227,-175.118545532227,-20.223970413208,-330.710113525391,44.0305404663086,-230.540939331055,4.58826971054077,-237.125106811523,-19.886697769165,-141.305511474609,-85.2797698974609,5.22633028030396,62.2287635803223,107.095718383789,-15.2390050888062,-114.564270019531,-26.3767776489258,-85.7431411743164,19.3838634490967,-130.839431762695,61.7538986206055,-204.289215087891,73.4899749755859,-208.860855102539,-13.6685838699341,-284.605255126953
-64.6807632446289,50.4448738098145,85.66357421875,10.1455945968628,38.2761154174805,-160.034851074219,126.904418945312,-127.24585723877,-72.0191345214844,-161.716201782227,61.0651168823242,-246.148910522461,-66.6598892211914,-232.191909790039,-6.13571166992188,-240.984375,-54.0894966125488,-146.944427490234,-57.1558609008789,-149.86408996582,-16.5917091369629,6.97038602828979,69.4611663818359,95.5131530761719,-17.4303588867188,-65.6869583129883,-57.0679588317871,-68.5725936889648,17.2858543395996,-13.5032978057861,149.169342041016,-179.550720214844,41.1852226257324,-214.543563842773,-60.1207695007324,-227.199188232422
29.3973636627197,69.6366500854492,112.297256469727,25.188892364502,168.836273193359,-124.860694885254,164.980651855469,-151.981109619141,23.1410160064697,-190.387969970703,32.7472190856934,-266.558868408203,20.5548057556152,-195.042449951172,-44.4363632202148,-191.679092407227,5.14503717422485,-94.6780776977539,-46.1523895263672,-116.188110351562,75.6353225708008,7.8877329826355,13.1341199874878,83.4080047607422,32.3173294067383,-105.786239624023,-2.27373027801514,-73.3819732666016,-21.9817218780518,30.0607929229736,243.595962524414,-173.211868286133,34.5043678283691,-209.627456665039,-48.4630546569824,-163.263442993164
141.354141235352,-58.7466011047363,87.4987564086914,41.3921813964844,222.228988647461,-133.370147705078,169.871795654297,-141.083541870117,82.4587020874023,-239.877349853516,50.9171524047852,-257.720733642578,22.975284576416,-221.745025634766,-31.4217548370361,-164.609771728516,28.466064453125,-118.44921875,-45.6057968139648,-69.192024230957,88.1471481323242,-90.3605880737305,-9.17537879943848,76.8754272460938,55.122745513916,-173.80842590332,42.1167068481445,-98.9285049438477,-110.861457824707,-26.7800540924072,213.835021972656,-207.444808959961,47.0237846374512,-217.220016479492,-36.6122093200684,-197.750289916992
142.362091064453,-198.150756835938,2.95804691314697,73.7821807861328,179.435409545898,-167.333038330078,132.217544555664,-94.7412643432617,59.989387512207,-259.616577148438,74.1994781494141,-253.068588256836,-98.0895919799805,-276.089599609375,-28.9757747650146,-162.293151855469,-101.29370880127,-188.642150878906,-104.792388916016,-58.9099884033203,33.7838439941406,-162.474670410156,30.624418258667,76.8496398925781,97.8718338012695,-189.96891784668,-8.56873607635498,-94.9183120727539,-116.184310913086,-72.7970581054688,162.743118286133,-197.090103149414,33.2593650817871,-220.573013305664,-84.00048828125,-255.986618041992
119.160514831543,-178.850067138672,-33.127872467041,27.7441864013672,189.887512207031,-167.686386108398,142.391815185547,-52.8011093139648,75.4678573608398,-222.952072143555,38.3522872924805,-228.637542724609,-125.604721069336,-275.572387695312,-84.0082473754883,-172.158203125,-167.510726928711,-188.199813842773,-153.665893554688,-128.189956665039,65.7754745483398,-65.7902908325195,64.3770370483398,48.896312713623,177.129013061523,-84.6560211181641,-9.90078544616699,-37.2040557861328,-79.0897598266602,-153.285278320312,212.797912597656,-159.527770996094,-12.5857677459717,-232.68115234375,-113.758499145508,-213.367034912109
164.767730712891,-51.6441421508789,-10.360671043396,-64.5938949584961,251.792190551758,-150.058334350586,165.109100341797,-95.2746276855469,121.070838928223,-162.192779541016,-25.3656368255615,-222.384262084961,-36.2124366760254,-171.152084350586,-172.452285766602,-184.768539428711,-70.0873413085938,-84.2067260742188,-177.709777832031,-160.764739990234,165.272872924805,44.2855796813965,63.3342323303223,-23.348611831665,197.279418945312,49.6426849365234,73.8853988647461,1.9151623249054,-107.281593322754,-129.972915649414,247.228469848633,-157.887649536133,-87.9625549316406,-226.171508789062,-110.674682617188,-126.097152709961
