Fp1_Col1,Fp1_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T8_Col1,T8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
5.89180707931519,-19.8710594177246,-78.969596862793,-25.8646335601807,-146.798263549805,16.0078945159912,-5.65385770797729,-29.1866798400879,-126.126853942871,21.0682525634766,-42.6201553344727,21.939640045166,-88.3664398193359,13.3513536453247,-94.520637512207,10.5177202224731,-44.6458854675293,-0.840122163295746,-75.1873245239258,27.4508514404297,-119.560859680176,26.8326797485352,-96.3382186889648,-41.5823745727539,-40.5102767944336,-11.4089660644531,-67.4944000244141,-3.43436574935913
8.82562732696533,44.230281829834,-36.9493522644043,-9.5262622833252,-134.674896240234,52.7255859375,-13.0799751281738,-52.1533241271973,-138.851989746094,8.80873107910156,-56.4488487243652,-29.760591506958,-113.828094482422,-33.2880401611328,-106.872955322266,-71.6202621459961,-40.749885559082,-11.6089305877686,-57.8861503601074,56.0168190002441,-107.889785766602,72.7893371582031,-38.5297660827637,48.6497192382812,-76.1854782104492,3.19411849975586,-37.725040435791,33.6083564758301
-23.0224628448486,72.3248138427734,24.9969482421875,37.6081924438477,-105.85578918457,97.0265731811523,-31.8541126251221,-4.51697158813477,-119.073112487793,59.3084449768066,-46.9026832580566,18.9942169189453,-118.849761962891,-22.5022315979004,-133.066116333008,-56.9676399230957,-21.8739128112793,-7.2124924659729,-58.1490364074707,99.1233596801758,-88.1004791259766,101.957397460938,-15.9116792678833,98.2703170776367,-59.6345443725586,44.0596542358398,42.7585372924805,42.4251480102539
-31.2905883789062,60.2448997497559,44.875545501709,33.3274307250977,-78.9875869750977,105.277854919434,-49.6329154968262,43.4222373962402,-46.5055923461914,34.8378829956055,11.7583427429199,67.4802703857422,-90.9000625610352,-41.1200904846191,-150.171005249023,-52.3137016296387,7.69036769866943,-2.93004703521729,-53.6922950744629,116.896690368652,-40.0870552062988,67.4428939819336,-38.8300094604492,107.745590209961,7.74306631088257,37.6858787536621,65.1640243530273,-6.99965858459473
12.5978584289551,62.7800140380859,21.9498901367188,3.07553100585938,-20.0582180023193,78.2819976806641,-40.75634765625,44.4810218811035,11.0926208496094,-36.8407745361328,43.3549270629883,22.519157409668,-69.7442092895508,-86.6098709106445,-119.390731811523,-74.6060333251953,48.738208770752,-12.8652095794678,-6.42483520507812,82.1946105957031,-2.62555599212646,36.9953727722168,-5.78463649749756,81.8606643676758,45.0822792053223,25.7380485534668,40.9557075500488,5.26360988616943
44.4870109558105,22.5739688873291,41.1116600036621,-10.6371717453003,16.4000587463379,27.0198554992676,-1.67230713367462,25.8174057006836,10.7631130218506,-51.1742362976074,9.36727809906006,-15.1811475753784,-62.6413078308105,-87.5203857421875,-57.280403137207,-65.2057723999023,78.1248550415039,-39.1729965209961,32.0287132263184,28.6859474182129,-13.6906690597534,21.7181262969971,52.2619171142578,38.239990234375,31.7747077941895,48.4825286865234,37.5639457702637,69.8450698852539
8.27377700805664,-63.4734077453613,71.6897354125977,-27.0644874572754,-19.7630462646484,7.05207204818726,-10.0486221313477,38.5043563842773,-19.0872459411621,-33.7041664123535,-23.8690357208252,10.6952505111694,-70.0895767211914,-44.9102401733398,-35.9643669128418,-38.098217010498,58.7055740356445,-80.3883666992188,18.6427135467529,13.0871143341064,-34.5041046142578,6.79796361923218,58.0803756713867,42.8744659423828,-5.27094268798828,80.3241806030273,29.0005779266357,101.03978729248
-26.0779151916504,-68.650260925293,24.386100769043,-10.9423360824585,-42.0832099914551,35.2752380371094,-77.7971420288086,87.7960968017578,-21.090518951416,-7.43130207061768,-16.8876342773438,48.9391822814941,-54.4686393737793,-14.1773338317871,-21.1691989898682,-16.7623081207275,-7.33170413970947,-85.7066802978516,-17.0171909332275,36.1715927124023,-11.4043970108032,20.7818546295166,25.6328353881836,98.203971862793,-22.682243347168,114.500701904297,13.8495121002197,145.750076293945
-22.6369361877441,23.7528877258301,-23.5787715911865,40.130126953125,-4.72421550750732,32.4887161254883,-74.4913558959961,101.407211303711,39.2666931152344,26.6988945007324,26.4734039306641,73.3178253173828,26.2560882568359,-11.3907537460327,64.0088806152344,-18.1609668731689,-40.9542236328125,-34.9403915405273,-23.3237171173096,35.517276763916,32.513069152832,36.1802444458008,-36.5275192260742,148.351577758789,5.47299146652222,136.679916381836,22.5107898712158,205.626312255859
-32.7116470336914,101.844902038574,-19.7977161407471,75.3346481323242,16.0833206176758,6.24910068511963,-15.9725656509399,91.2558822631836,73.1249008178711,42.5200729370117,63.5869483947754,92.0033111572266,71.9346923828125,-10.5500497817993,106.051681518555,-40.5113258361816,-14.5278196334839,25.0010242462158,2.71205234527588,13.7273874282837,33.7689437866211,36.9082145690918,-85.1661376953125,179.385818481445,16.4305477142334,139.525588989258,11.7581462860107,211.656845092773
