Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
111.654495239258,-2.48722434043884,74.3112945556641,70.3008804321289,159.126998901367,-53.3493309020996,109.954727172852,-128.694076538086,38.0858879089355,32.0991439819336,-88.4697875976562,-125.526237487793,-85.7452850341797,28.2119960784912,-71.0187606811523,-87.1056823730469,-47.5532989501953,16.8088874816895,86.968376159668,39.3080444335938,-145.869049072266,105.668533325195,-83.1549911499023,-50.8683700561523,187.441513061523,76.1312408447266,317.992889404297,-195.308837890625
134.42790222168,26.9708843231201,94.9829177856445,82.9553298950195,85.7665176391602,-35.0880661010742,97.5773696899414,-87.2798461914062,39.0889015197754,41.6718101501465,-85.3714904785156,-93.0807876586914,-64.1019515991211,40.6599426269531,-95.7004928588867,-61.1407585144043,-84.4646530151367,23.4010963439941,70.2415008544922,78.1456909179688,-135.30061340332,86.8014221191406,-53.0275993347168,-22.4475688934326,136.511764526367,66.7318420410156,225.030212402344,-151.639099121094
130.141052246094,63.6351432800293,43.4303894042969,63.5062217712402,-14.4097499847412,-45.0998458862305,29.3723258972168,-83.4330978393555,19.0535430908203,64.9502639770508,-87.3854522705078,-49.7857704162598,-19.6368465423584,78.9430236816406,-102.55428314209,-16.2041168212891,-81.7480163574219,6.56760311126709,74.2713165283203,68.6029052734375,-82.2553100585938,78.4361190795898,-51.4678535461426,-9.9896354675293,99.850471496582,37.8279838562012,120.149879455566,-136.533218383789
96.2571563720703,46.9692649841309,-8.806077003479,46.9668426513672,-70.0086975097656,-10.654803276062,-23.8486480712891,-72.6826400756836,6.50660228729248,38.630126953125,-97.5983734130859,-38.0008277893066,-4.36737442016602,82.4870452880859,-82.2680053710938,-42.9287490844727,-75.547477722168,-30.4243259429932,72.9850921630859,29.7844772338867,-0.250713855028152,58.3493270874023,-63.4243316650391,-37.029296875,138.898239135742,21.2579956054688,23.9921703338623,-162.249389648438
44.0156745910645,20.3736896514893,9.23623752593994,52.8091278076172,-35.1789627075195,66.450569152832,-25.1891117095947,10.4658155441284,-20.6085071563721,-14.2456531524658,-108.292144775391,10.9557466506958,14.1819009780884,78.7195739746094,-91.2196884155273,-27.865816116333,-98.7752380371094,-32.2879905700684,46.7689666748047,57.1742782592773,56.2882537841797,43.8488731384277,-32.3460311889648,-29.7597999572754,182.491500854492,25.2376441955566,-53.2865295410156,-142.909866333008
32.2258605957031,53.0384559631348,35.0239028930664,76.8130722045898,24.0250988006592,129.315170288086,-45.6620292663574,133.963836669922,-86.0013427734375,-42.7591361999512,-113.290794372559,86.4984359741211,33.2716979980469,99.0483703613281,-117.016220092773,84.837158203125,-80.3106155395508,5.96250867843628,54.7188682556152,110.627182006836,80.2231521606445,28.1841869354248,-10.2411432266235,21.1215324401855,190.627395629883,65.9439468383789,-98.3495178222656,-95.1988754272461
32.659423828125,71.7575759887695,14.9277095794678,73.6656646728516,1.26404964923859,162.614700317383,-88.7177429199219,156.860977172852,-97.9452209472656,-70.4106750488281,-100.062591552734,91.7563934326172,40.0183143615723,76.9180145263672,-88.1665267944336,119.297538757324,-55.6016578674316,26.1193103790283,65.6640014648438,113.47859954834,112.983474731445,17.5326766967773,-20.8449077606201,51.0254745483398,166.245407104492,78.151611328125,-137.627746582031,-79.4026718139648
-13.0298643112183,56.3322601318359,-17.8219947814941,34.3284454345703,-75.4558334350586,141.689422607422,-114.19164276123,71.2892074584961,-20.7905864715576,-76.4838027954102,-78.6942977905273,60.7729568481445,67.9717407226562,15.81480884552,-33.5765991210938,64.08056640625,-70.7869644165039,10.255913734436,42.9182357788086,106.870666503906,153.444458007812,44.7769088745117,-9.86352348327637,59.7929878234863,74.4990005493164,29.920202255249,-184.94287109375,-72.1309280395508
-46.8750228881836,82.0779876708984,-22.5907974243164,3.81723809242249,-117.806762695312,78.4622650146484,-145.092422485352,27.915376663208,47.1690483093262,-39.1817932128906,-73.3068008422852,65.1637802124023,92.7589645385742,2.77650618553162,-16.064977645874,59.2119216918945,-55.7733688354492,-3.16185569763184,25.8792591094971,134.748550415039,169.69091796875,55.7615127563477,2.8147885799408,76.8347015380859,-11.4728374481201,-9.17597007751465,-206.490676879883,-93.0661544799805
-26.6479511260986,126.426979064941,17.6518173217773,-17.5207328796387,-100.686866760254,75.9590377807617,-163.864212036133,12.4969682693481,51.5923309326172,-47.208610534668,-100.881240844727,50.9206771850586,66.3626480102539,13.6413717269897,-47.1415367126465,45.1503562927246,-8.22145175933838,13.8392648696899,21.8313522338867,171.490844726562,146.390838623047,13.3203315734863,-28.9220333099365,73.7050933837891,17.3282222747803,-10.0923480987549,-208.419479370117,-147.122192382812
-2.48722434043884,156.465270996094,70.3008804321289,-37.4458236694336,-53.3493309020996,153.530746459961,-128.694076538086,-54.6605796813965,32.0991439819336,-115.243698120117,-125.526237487793,-26.0925827026367,28.2119960784912,-12.1946134567261,-87.1056823730469,-59.1360855102539,16.8088874816895,36.0417327880859,39.3080444335938,180.227462768555,105.668533325195,-10.5219221115112,-50.8683700561523,25.8395576477051,76.1312408447266,31.421314239502,-195.308837890625,-127.127532958984
26.9708843231201,174.943466186523,82.9553298950195,-32.1421051025391,-35.0880661010742,201.416061401367,-87.2798461914062,-68.1994476318359,41.6718101501465,-141.946594238281,-93.0807876586914,-100.808052062988,40.6599426269531,-67.9465866088867,-61.1407585144043,-144.512786865234,23.4010963439941,27.0862045288086,78.1456909179688,150.370697021484,86.8014221191406,-18.182071685791,-22.4475688934326,-30.3038005828857,66.7318420410156,111.435874938965,-151.639099121094,-22.5944995880127
63.6351432800293,132.628707885742,63.5062217712402,-11.2343225479126,-45.0998458862305,171.52685546875,-83.4330978393555,-1.32784628868103,64.9502639770508,-113.663635253906,-49.7857704162598,-114.588447570801,78.9430236816406,-129.556640625,-16.2041168212891,-119.540718078613,6.56760311126709,11.6704778671265,68.6029052734375,109.169258117676,78.4361190795898,-61.5967445373535,-9.9896354675293,-48.5699310302734,37.8279838562012,141.146667480469,-136.533218383789,46.4046211242676
46.9692649841309,73.4053268432617,46.9668426513672,14.8506488800049,-10.654803276062,113.352958679199,-72.6826400756836,18.1466960906982,38.630126953125,-102.276695251465,-38.0008277893066,-95.355712890625,82.4870452880859,-140.270812988281,-42.9287490844727,-50.2791595458984,-30.4243259429932,31.3980808258057,29.7844772338867,92.048957824707,58.3493270874023,-94.8317718505859,-37.029296875,-38.0971984863281,21.2579956054688,91.1165771484375,-162.249389648438,30.3365058898926
20.3736896514893,95.6409530639648,52.8091278076172,41.0601501464844,66.450569152832,70.7899703979492,10.4658155441284,-19.7258834838867,-14.2456531524658,-135.975784301758,10.9557466506958,-93.4564743041992,78.7195739746094,-97.6885833740234,-27.865816116333,-36.8388404846191,-32.2879905700684,48.3580741882324,57.1742782592773,101.11181640625,43.8488731384277,-92.8957595825195,-29.7597999572754,-39.129997253418,25.2376441955566,61.1488838195801,-142.909866333008,-34.856315612793
53.0384559631348,122.351768493652,76.8130722045898,17.9973735809326,129.315170288086,49.0432014465332,133.963836669922,-64.1098327636719,-42.7591361999512,-162.028915405273,86.4984359741211,-99.8583984375,99.0483703613281,-79.6974105834961,84.837158203125,-56.8392753601074,5.96250867843628,6.33484315872192,110.627182006836,105.338409423828,28.1841869354248,-81.9766616821289,21.1215324401855,-46.6360931396484,65.9439468383789,74.1801528930664,-95.1988754272461,-97.6874465942383
71.7575759887695,59.3662033081055,73.6656646728516,-54.8352241516113,162.614700317383,17.4999713897705,156.860977172852,-104.46556854248,-70.4106750488281,-129.005661010742,91.7563934326172,-74.7606658935547,76.9180145263672,-69.4825134277344,119.297538757324,-35.7889442443848,26.1193103790283,-60.5058822631836,113.47859954834,71.230842590332,17.5326766967773,-58.1802101135254,51.0254745483398,-38.7653274536133,78.151611328125,60.8457107543945,-79.4026718139648,-132.858337402344
56.3322601318359,-31.3458576202393,34.3284454345703,-98.005744934082,141.689422607422,-37.1179618835449,71.2892074584961,-112.619285583496,-76.4838027954102,-94.3107681274414,60.7729568481445,-35.3580894470215,15.81480884552,-53.066089630127,64.08056640625,-18.6959686279297,10.255913734436,-84.8102264404297,106.870666503906,9.62670040130615,44.7769088745117,-54.5520439147949,59.7929878234863,-40.0512313842773,29.920202255249,21.5668525695801,-72.1309280395508,-157.889022827148
82.0779876708984,-79.0768356323242,3.81723809242249,-81.2235794067383,78.4622650146484,-69.5876388549805,27.915376663208,-100.871742248535,-39.1817932128906,-108.853225708008,65.1637802124023,-29.1196117401123,2.77650618553162,-100.321479797363,59.2119216918945,-42.4269676208496,-3.16185569763184,-55.8815002441406,134.748550415039,-32.1263084411621,55.7615127563477,-97.3366012573242,76.8347015380859,-52.4641151428223,-9.17597007751465,2.175626039505,-93.0661544799805,-154.695159912109
126.426979064941,-77.0522155761719,-17.5207328796387,-54.6590919494629,75.9590377807617,-70.6899871826172,12.4969682693481,-90.3056106567383,-47.208610534668,-101.696502685547,50.9206771850586,-21.1599617004395,13.6413717269897,-137.18180847168,45.1503562927246,-9.65792846679688,13.8392648696899,-19.1028823852539,171.490844726562,-33.8122520446777,13.3203315734863,-127.975654602051,73.7050933837891,-28.0296840667725,-10.0923480987549,3.59554696083069,-147.122192382812,-102.141983032227
156.465270996094,-49.5199127197266,-37.4458236694336,-64.1899490356445,153.530746459961,-93.4741668701172,-54.6605796813965,-69.9771957397461,-115.243698120117,-41.8640556335449,-26.0925827026367,46.3882141113281,-12.1946134567261,-68.9374618530273,-59.1360855102539,92.7475967407227,36.0417327880859,-31.436408996582,180.227462768555,-13.8587484359741,-10.5219221115112,-112.2607421875,25.8395576477051,15.3249235153198,31.421314239502,2.10167503356934,-127.127532958984,-66.8347778320312
174.943466186523,-22.2759857177734,-32.1421051025391,-91.7505798339844,201.416061401367,-128.023147583008,-68.1994476318359,-72.2152633666992,-141.946594238281,7.39526462554932,-100.808052062988,107.751411437988,-67.9465866088867,-3.81946754455566,-144.512786865234,144.363174438477,27.0862045288086,-66.1781387329102,150.370697021484,1.68442821502686,-18.182071685791,-65.4530944824219,-30.3038005828857,2.23970532417297,111.435874938965,-13.1859350204468,-22.5944995880127,-65.1877975463867
132.628707885742,16.0251560211182,-11.2343225479126,-96.0038223266602,171.52685546875,-108.184768676758,-1.32784628868103,-76.7614974975586,-113.663635253906,25.7802276611328,-114.588447570801,105.673042297363,-129.556640625,-4.71947145462036,-119.540718078613,129.561065673828,11.6704778671265,-40.9128608703613,109.169258117676,5.03364133834839,-61.5967445373535,-8.12344837188721,-48.5699310302734,-42.5170783996582,141.146667480469,-42.7218551635742,46.4046211242676,-22.8426342010498
