Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
156.312286376953,120.123237609863,28.878475189209,53.3283996582031,154.354354858398,158.739547729492,185.46369934082,268.453521728516,-125.539390563965,-226.789276123047,15.2823085784912,10.570405960083,-52.2053527832031,-243.776794433594,-18.9569835662842,-50.777214050293,-158.043182373047,-161.106353759766,-193.016464233398,-97.8517990112305,169.353149414062,67.5856170654297,187.275268554688,186.820358276367,25.8644123077393,-44.0098114013672,46.7441635131836,43.9924468994141,59.1919784545898,304.424438476562,-131.656478881836,31.5924587249756
180.667053222656,99.2645950317383,0.547911405563354,140.099655151367,144.260940551758,168.450820922852,219.406845092773,164.736099243164,-103.494834899902,-191.053909301758,145.84553527832,-74.615234375,-32.5472030639648,-206.864776611328,39.6774291992188,-119.00609588623,-125.285278320312,-112.243431091309,-122.150764465332,-126.297668457031,121.974182128906,78.5584335327148,152.012130737305,149.899703979492,-17.0514430999756,-14.3787269592285,26.5813636779785,17.6875858306885,37.4349098205566,284.229217529297,-32.2165603637695,65.9682464599609
80.5781173706055,82.6798934936523,60.2310256958008,191.463638305664,89.764778137207,161.421676635742,258.414459228516,13.1018543243408,-14.4214677810669,-227.455688476562,200.867492675781,-136.656112670898,-7.30196189880371,-200.026809692383,57.3827323913574,-203.52197265625,-28.5753402709961,-82.7641220092773,-16.6540203094482,-155.619644165039,64.2485198974609,99.2925186157227,110.661506652832,116.721794128418,-37.6781539916992,-3.75455832481384,-29.381814956665,17.6162223815918,71.4161605834961,201.059234619141,36.2087936401367,36.9888687133789
40.2650375366211,39.8550720214844,150.772827148438,149.450607299805,67.2951278686523,101.909461975098,288.617218017578,-65.6601181030273,44.1874122619629,-288.394683837891,222.269180297852,-143.468032836914,1.61238646507263,-246.860778808594,43.2727584838867,-251.46565246582,11.2010049819946,-119.67261505127,25.8876571655273,-139.776062011719,51.5709991455078,54.1996002197266,153.607482910156,69.7502365112305,-17.2143516540527,-18.8213405609131,-14.9447135925293,6.50976943969727,145.172698974609,112.089881896973,94.3587417602539,-26.5424022674561
150.523284912109,32.1590843200684,184.298919677734,72.6331481933594,79.596061706543,35.4621734619141,287.342987060547,-41.0278358459473,55.8552055358887,-288.746337890625,266.404235839844,-143.931793212891,-12.1365537643433,-276.1416015625,9.04626560211182,-257.45166015625,-67.9828872680664,-184.23078918457,-51.5547103881836,-116.575393676758,91.1860733032227,10.7749967575073,221.329254150391,14.143536567688,-8.106858253479,-36.0485954284668,51.1953506469727,-11.9971361160278,196.937118530273,85.0376968383789,133.155975341797,-45.1084289550781
182.756423950195,14.7536926269531,166.657577514648,47.9075317382812,83.1187591552734,42.2293663024902,259.483947753906,-21.18918800354,12.7771816253662,-190.298202514648,229.738494873047,-102.557495117188,-61.4506340026855,-240.642868041992,-20.2523078918457,-241.9921875,-158.71842956543,-197.507675170898,-89.7517776489258,-97.1254272460938,97.2125701904297,29.7999572753906,226.221832275391,-8.71868896484375,-44.8965950012207,-21.6162796020508,89.2743377685547,-34.2397689819336,198.287322998047,52.5138969421387,96.727668762207,-10.7920761108398
109.824882507324,-73.4079666137695,99.9496154785156,6.28573083877563,98.7970352172852,63.7532997131348,211.897888183594,-73.5390701293945,-25.1131572723389,-84.2105560302734,112.523727416992,-34.8691711425781,-62.2481575012207,-209.707534790039,1.27852833271027,-220.94873046875,-84.4408569335938,-221.641830444336,22.290168762207,-96.5614547729492,48.9523468017578,42.7053833007812,186.500213623047,16.1817111968994,-50.8124732971191,0.571152806282043,86.9892730712891,-49.3607902526855,181.855850219727,-29.9217147827148,46.6679611206055,-7.68140029907227
114.338500976562,-139.490859985352,27.081880569458,-141.350524902344,127.381576538086,38.8313369750977,185.965240478516,-143.881866455078,-21.7765522003174,-82.0671005249023,47.7440528869629,-33.881462097168,-14.0069265365601,-235.677688598633,51.0655059814453,-216.199447631836,38.0759696960449,-300.517974853516,98.513801574707,-153.744232177734,22.771951675415,24.299446105957,187.317672729492,31.6860466003418,-7.46534299850464,-18.4896621704102,93.9377136230469,-32.3936195373535,201.99479675293,-84.5174942016602,60.8854484558105,-69.8520278930664
181.627716064453,-159.275100708008,2.63734984397888,-192.410018920898,139.598220825195,36.1140060424805,221.335525512695,-160.042907714844,-95.3432388305664,-107.299392700195,41.1809043884277,-64.6551971435547,-67.0936431884766,-245.768844604492,47.8377914428711,-206.740234375,-17.827220916748,-342.662780761719,12.9879922866821,-179.730224609375,57.0142936706543,18.9329948425293,224.233413696289,8.73225498199463,-10.385311126709,-76.8705139160156,116.32447052002,-15.8348054885864,256.979766845703,-65.1460266113281,59.9794960021973,-103.964141845703
177.537948608398,-155.202163696289,9.4894437789917,-8.23305225372314,147.317337036133,63.5753135681152,274.674713134766,-120.115753173828,-216.800094604492,-102.931114196777,41.5092582702637,-76.6754684448242,-198.633041381836,-206.14289855957,-2.10989356040955,-155.77165222168,-143.475067138672,-327.106384277344,-79.7225494384766,-80.8583526611328,83.4398422241211,45.0951461791992,224.838882446289,5.37757110595703,-48.7378616333008,-126.946975708008,98.3254013061523,-28.7353267669678,293.961486816406,-20.9453182220459,20.1219310760498,-81.3087387084961
120.123237609863,-51.3776245117188,53.3283996582031,119.677062988281,158.739547729492,41.7377090454102,268.453521728516,-95.7550201416016,-226.789276123047,-126.959915161133,10.570405960083,-102.541542053223,-243.776794433594,-160.546646118164,-50.777214050293,-95.9300537109375,-161.106353759766,-274.152984619141,-97.8517990112305,45.1573677062988,67.5856170654297,67.6001281738281,186.820358276367,35.6730995178223,-44.0098114013672,-111.86107635498,43.9924468994141,-20.8046398162842,304.424438476562,-20.6913948059082,31.5924587249756,-86.1383361816406
99.2645950317383,63.2150993347168,140.099655151367,36.4903450012207,168.450820922852,-10.121618270874,164.736099243164,-139.277236938477,-191.053909301758,-145.419662475586,-74.615234375,-142.826904296875,-206.864776611328,-106.720458984375,-119.00609588623,-75.4865875244141,-112.243431091309,-183.749816894531,-126.297668457031,93.3663635253906,78.5584335327148,42.0463409423828,149.899703979492,13.5585126876831,-14.3787269592285,-55.3251914978027,17.6875858306885,13.3227634429932,284.229217529297,-64.8477783203125,65.9682464599609,-117.481956481934
82.6798934936523,38.540096282959,191.463638305664,-33.9097900390625,161.421676635742,-1.66193652153015,13.1018543243408,-186.617065429688,-227.455688476562,-132.240768432617,-136.656112670898,-185.037796020508,-200.026809692383,-48.6957969665527,-203.52197265625,-74.6421432495117,-82.7641220092773,-117.738471984863,-155.619644165039,88.6301879882812,99.2925186157227,23.4188404083252,116.721794128418,-78.5483856201172,-3.75455832481384,-40.366283416748,17.6162223815918,10.7196750640869,201.059234619141,-90.3411407470703,36.9888687133789,-106.597152709961
